Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Hendon Hooker 2023 Obsidian #226 Rookie Jersey Autographs","Raw","-83.45","-$24.20","$29.00","$4.80 (10/07/2025)","$16.04","$4.52","$29.00","-78.43","11","$176.47"
"Jordan Addison 2023 Elite #157 Aspirations Shimmer","Raw","-83.44","-$7.56","$9.06","$1.50 (11/22/2025)","$3.26","$1.25","$9.06","-72.22","5","$16.30"
"Cooper Flagg 2025 Topps Chrome #BD-21 Ball of Duty","Raw","-83.43","-$58.40","$70.00","$11.60 (02/06/2026)","$11.08","$0.99","$71.13","0.00","1438","$15926.86"
"Jaren Jackson Jr. 2018 Donruss #SS-JJJ Significant Signatures","Raw","-83.43","-$282.00","$338.00","$56.00 (01/24/2026)","$222.02","$14.15","$448.00","96.67","59","$13099.10"
"Markelle Fultz 2017 Prizm #1 Silver","Raw","-83.43","-$4.98","$5.97","$0.99 (02/02/2026)","$2.59","$0.99","$8.00","42.86","10","$25.88"
"Jayden Daniels 2024 Donruss #11 Rated Rookies Retro","SGC 10","-83.43","-$127.23","$152.50","$25.27 (12/30/2025)","$89.83","$25.27","$200.00","310.00","41","$3682.91"
"Brandin Podziemski 2023 Select #104 Premier Level Green Wave","Raw","-83.42","-$41.71","$50.00","$8.29 (11/04/2025)","$14.55","$0.99","$50.00","0.00","6","$87.28"
"Michael Penix Jr. 2024 Mosaic #308 Orange","Raw","-83.42","-$41.71","$50.00","$8.29 (11/18/2025)","$29.46","$8.29","$56.00","-60.00","6","$176.79"
"Tyler Warren 2025 Mosaic #281 Rookie Variation - Green","Raw","-83.42","-$10.01","$12.00","$1.99 (02/05/2026)","$3.78","$0.99","$12.00","0.00","75","$283.76"
"TreVeyon Henderson 2025 Prizm #24 Fireworks","Raw","-83.42","-$5.00","$6.00","$0.99 (02/05/2026)","$2.36","$0.99","$6.00","0.00","25","$58.96"
"Jared McCain 2024 Hoops #246 Storm","Raw","-83.42","-$10.01","$12.00","$1.99 (12/09/2025)","$9.63","$1.99","$20.00","0.00","11","$105.90"
"Zay Flowers 2023 Zenith #26 A to Z","Raw","-83.42","-$10.01","$12.00","$1.99 (10/21/2025)","$8.94","$1.00","$29.99","-68.63","16","$142.97"
"Spencer Rattler 2024 Topps Chrome #213 Magenta Speckle Refractor","Raw","-83.42","-$10.01","$12.00","$1.99 (08/12/2025)","$5.03","$1.99","$12.00","0.00","7","$35.22"
"Matas Buzelis 2024 Prizm #252 Red Sparkle","Raw","-83.41","-$113.14","$135.64","$22.50 (02/01/2026)","$86.49","$19.50","$189.50","0.00","44","$3805.55"
"Yves Missi 2024 Optic #342 Rated Rookie Signatures - Holo","Raw","-83.41","-$7.09","$8.50","$1.41 (01/12/2026)","$8.74","$1.41","$12.00","0.00","12","$104.84"
"Roschon Johnson 2023 Contenders #130 Rookie Ticket Auto - Opening Kickoff Ticket","Raw","-83.40","-$10.00","$11.99","$1.99 (02/01/2026)","$6.20","$1.50","$11.99","-16.67","5","$30.98"
"Caleb Williams 2024 Topps Signature Class #GA-1 Gridiron Ambassadors","Raw","-83.40","-$10.00","$11.99","$1.99 (02/05/2026)","$2.76","$0.99","$15.50","0.00","193","$533.23"
"Michael Penix Jr. 2024 Select #235 Club Level Black & Orange Shock","Raw","-83.40","-$10.00","$11.99","$1.99 (02/06/2026)","$3.85","$0.99","$11.99","0.00","26","$100.00"
"Ben Saraf 2025 Topps #CM-BS Contemporary Marks - Gold Rainbow","Raw","-83.40","-$100.50","$120.50","$20.00 (01/12/2026)","$46.53","$20.00","$120.50","0.00","7","$325.69"
"Gradey Dick 2023 Prizm #134 Silver","Raw","-83.40","-$12.51","$15.00","$2.49 (02/06/2026)","$4.49","$0.99","$36.67","-74.36","171","$767.48"
"Zach Edey 2024 Hoops #239 Premium Silver","Raw","-83.40","-$12.51","$15.00","$2.49 (12/07/2025)","$4.67","$0.99","$15.00","3100.00","32","$149.37"
"CJ Stroud 2024 Topps Resurgence #EL-2 Electro-Lights","Raw","-83.40","-$55.25","$66.25","$11.00 (01/12/2026)","$20.50","$6.50","$67.50","0.00","23","$471.46"
"Noa Essengue 2025 Topps Chrome #262 Pulsar Refractor","Raw","-83.40","-$6.66","$7.99","$1.33 (02/06/2026)","$1.87","$0.99","$7.99","0.00","20","$37.43"
"Peyton Watson 2022 Court Kings #75 Rookies I","Raw","-83.39","-$5.00","$5.99","$0.99 (01/31/2026)","$2.62","$0.99","$5.99","0.00","9","$23.54"
"Dylan Harper 2025 Topps Chrome #D-2 Destiny","Raw","-83.39","-$12.50","$14.99","$2.49 (02/05/2026)","$4.36","$0.99","$23.50","0.00","224","$976.01"
"Ladd McConkey 2024 Donruss #328 Optic Preview - Pink","Raw","-83.39","-$12.50","$14.99","$2.49 (02/05/2026)","$3.92","$0.99","$22.50","18300.00","552","$2162.67"
"Kevin Durant 2016 Optic #137 Base","Raw","-83.39","-$5.02","$6.02","$1.00 (01/21/2026)","$2.55","$1.00","$6.02","-54.55","5","$12.76"
"Kasparas Jakucionis 2025 Topps Now Draft #D20 Green Foil","Raw","-83.38","-$16.31","$19.56","$3.25 (11/05/2025)","$20.66","$3.25","$35.00","0.00","5","$103.31"
"Koi Perich 2025 Bowman Chrome University #116 Aqua Mini-Diamond Refractor (1st)","Raw","-83.38","-$17.51","$21.00","$3.49 (01/27/2026)","$4.75","$1.99","$21.00","0.00","11","$52.29"
"JJ McCarthy 2024 Optic #235 Base","Raw","-83.37","-$10.00","$12.00","$2.00 (02/06/2026)","$2.46","$0.97","$24.64","0.00","2814","$6909.44"
"Frank Gore 2005 Topps #418 Base","Raw","-83.37","-$11.25","$13.50","$2.25 (02/02/2026)","$2.69","$0.99","$23.00","5.26","200","$538.73"
"Ricky Pearsall 2024 Spectra #124 Celestial","Raw","-83.37","-$25.01","$30.00","$4.99 (11/23/2025)","$12.69","$4.99","$30.00","0.00","8","$101.49"
"Kel'el Ware 2024 Hoops #245 Silver","Raw","-83.37","-$25.01","$30.00","$4.99 (12/09/2025)","$6.97","$0.99","$30.00","0.00","17","$118.48"
"Jordan Travis 2024 Prizm #359 Blue Wave","Raw","-83.37","-$25.01","$30.00","$4.99 (08/20/2025)","$24.64","$1.00","$51.00","-8.33","11","$270.99"
"LeBron James 2022 Select #26 Concourse Tri-Color","Raw","-83.36","-$4.96","$5.95","$0.99 (11/17/2025)","$6.67","$0.99","$24.00","-51.85","13","$86.66"
"Kaleb Johnson 2025 Elite #127 Green Disco","Raw","-83.36","-$4.96","$5.95","$0.99 (11/22/2025)","$3.63","$0.99","$8.50","0.00","41","$148.96"
"Jihaad Campbell 2025 Mosaic #341 Silver","Raw","-83.36","-$4.96","$5.95","$0.99 (01/27/2026)","$2.56","$0.99","$5.95","0.00","14","$35.82"
"LeBron James 2016 Prizm #1 Explosion","Raw","-83.36","-$4.96","$5.95","$0.99 (02/01/2026)","$2.61","$0.99","$5.95","-33.33","6","$15.67"
"Omarion Hampton 2025 Certified #118 Base Rookie","Raw","-83.36","-$4.96","$5.95","$0.99 (02/02/2026)","$3.41","$0.99","$9.99","0.00","7","$23.87"
"Cam Newton 2011 Topps Chrome #1 Refractor","Raw","-83.36","-$4.96","$5.95","$0.99 (02/04/2026)","$7.86","$0.99","$22.00","26.53","62","$487.08"
"Jake Haener 2023 Optic #9 Rookie Recruits Autographs (/99)","Raw","-83.36","-$4.96","$5.95","$0.99 (01/24/2026)","$3.36","$0.99","$5.95","-41.67","7","$23.49"
"Brock Bowers 2024 Topps Chrome #207 Blue Refractor","Raw","-83.36","-$25.00","$29.99","$4.99 (01/21/2026)","$13.87","$3.25","$29.99","0.00","10","$138.66"
"Bucky Irving 2024 Optic #216 Purple Shock","Raw","-83.36","-$10.02","$12.02","$2.00 (02/05/2026)","$2.98","$0.99","$24.57","0.00","714","$2130.09"
"Reed Sheppard 2024 Select #68 Concourse Red Cracked Ice","Raw","-83.36","-$5.83","$7.00","$1.17 (02/02/2026)","$3.07","$0.99","$18.50","0.00","91","$279.03"
"Zach Edey 2024 Mosaic #251 NBA Debut - Blue","Raw","-83.36","-$6.26","$7.51","$1.25 (01/27/2026)","$3.19","$0.99","$8.50","0.00","29","$92.45"
"Shedeur Sanders 2023 Bowman Chrome University Sapphire Edition #16 Base (1st)","PSA 9","-83.35","-$40.00","$47.99","$7.99 (11/13/2025)","$25.63","$7.99","$47.99","11.76","19","$487.04"
"Ja Morant 2019 Contenders Draft Picks #2 School Colors","PSA 10","-83.34","-$19.16","$22.99","$3.83 (10/26/2025)","$14.69","$3.83","$23.74","0.00","6","$88.15"
"Micah Parsons 2021 Prizm #382 Green Scope","Raw","-83.33","-$50.00","$60.00","$10.00 (12/22/2025)","$30.22","$10.00","$60.00","-44.44","5","$151.12"
"Bryce Young 2023 Phoenix #FU-4 Fired Up - Lava","Raw","-83.33","-$6.25","$7.50","$1.25 (01/19/2026)","$8.35","$1.25","$14.99","-80.00","5","$41.74"
"Isaiah Collier 2024 Mosaic #222 Blue","Raw","-83.33","-$6.25","$7.50","$1.25 (01/09/2026)","$3.12","$0.99","$12.50","0.00","15","$46.74"
"Lonzo Ball 2017 Optic #199 Red & Yellow","PSA 10","-83.33","-$6.25","$7.50","$1.25 (01/18/2026)","$12.57","$1.25","$17.99","-37.93","18","$226.22"
"Malik Nabers 2024 Topps Now Draft #D-4 Base (Print Run: 2,077)","Raw","-83.33","-$10.00","$12.00","$2.00 (01/19/2026)","$10.68","$1.25","$20.00","-77.78","12","$128.12"
"Ryan Dunn 2024 Prizm #258 Red Sparkle","Raw","-83.33","-$11.25","$13.50","$2.25 (01/11/2026)","$5.96","$0.99","$13.50","0.00","9","$53.65"
"Ashton Jeanty 2025 Donruss #6 Rated Rookies Throwback","Raw","-83.33","-$5.00","$6.00","$1.00 (02/06/2026)","$2.76","$0.99","$11.00","0.00","266","$733.78"
"Anthony Edwards 2022 Optic #19 My House - Holo","Raw","-83.33","-$10.00","$12.00","$2.00 (01/02/2026)","$4.59","$0.99","$17.50","-52.27","21","$96.38"
"Shedeur Sanders 2025 Phoenix #154 Silver","Raw","-83.33","-$5.00","$6.00","$1.00 (02/06/2026)","$4.57","$0.99","$13.00","0.00","85","$388.87"
"Ladd McConkey 2024 Topps Finest #86 Common - Sky Blue Refractor","Raw","-83.33","-$6.25","$7.50","$1.25 (10/08/2025)","$4.14","$0.99","$7.50","0.00","8","$33.13"
"Caleb Williams 2024 Select #1 Select Certified Rookies - Silver","Raw","-83.33","-$10.00","$12.00","$2.00 (01/31/2026)","$2.91","$0.99","$20.00","0.00","41","$119.18"
"Ladd McConkey 2024 Donruss #328 Press Proof Yellow","Raw","-83.33","-$6.25","$7.50","$1.25 (02/03/2026)","$4.39","$1.00","$19.50","0.00","50","$219.43"
"Malik Nabers 2024 Topps Chrome #205 Prism Refractor","Raw","-83.33","-$6.25","$7.50","$1.25 (02/03/2026)","$2.60","$0.99","$9.00","0.00","66","$171.30"
"Dalton Knecht 2024 Prizm #238 Red Ice","Raw","-83.33","-$15.00","$18.00","$3.00 (02/01/2026)","$4.17","$0.99","$18.00","0.00","182","$759.74"
"Zach Edey 2024 Mosaic #251 NBA Debut - Choice White","Raw","-83.33","-$16.25","$19.50","$3.25 (01/14/2026)","$11.54","$3.25","$19.50","0.00","8","$92.32"
"Tidjane Salaun 2024 Prizm #262 Purple Ice","Raw","-83.33","-$30.00","$36.00","$6.00 (01/24/2026)","$12.47","$4.25","$36.00","0.00","15","$186.99"
"Jordan Addison 2023 Phoenix #109 Base","Raw","-83.33","-$5.00","$6.00","$1.00 (10/20/2025)","$2.17","$0.99","$6.00","-73.91","12","$26.04"
"Anthony Edwards 2023 Mosaic #14 Overdrive","Raw","-83.33","-$5.00","$6.00","$1.00 (09/18/2025)","$4.48","$1.00","$9.99","-67.65","11","$49.28"
"Matthew Golden 2025 Mosaic #19 Splash - Blue","Raw","-83.33","-$25.00","$30.00","$5.00 (01/12/2026)","$12.82","$1.00","$30.00","0.00","6","$76.94"
"Brock Bowers 2024 Donruss #394 Season Stat Line (/500)","Raw","-83.33","-$25.00","$30.00","$5.00 (02/04/2026)","$14.11","$0.99","$36.00","4300.00","44","$620.83"
"Spencer Rattler 2024 Optic #289 Lime Green","Raw","-83.33","-$50.00","$60.00","$10.00 (01/07/2026)","$45.00","$10.00","$60.00","0.00","5","$225.00"
"Brock Bowers 2024 Optic #215 Purple Scope","Raw","-83.33","-$25.00","$30.00","$5.00 (02/01/2026)","$8.46","$0.99","$35.00","0.00","220","$1861.06"
"Zaccharie Risacher 2024 Optic #268 International Red","Raw","-83.33","-$11.25","$13.50","$2.25 (12/17/2025)","$4.56","$0.99","$13.50","0.00","5","$22.79"
"Ron Holland II 2024 Mosaic #258 NBA Debut - Blue","Raw","-83.33","-$6.25","$7.50","$1.25 (01/12/2026)","$3.16","$0.99","$7.60","0.00","28","$88.36"
"Michael Penix Jr. 2024 Optic #279 Pink","Raw","-83.33","-$6.25","$7.50","$1.25 (02/05/2026)","$7.77","$0.99","$22.50","0.00","615","$4776.69"
"Terry McLaurin 2019 Prizm #353 Hyper","Raw","-83.33","-$42.50","$51.00","$8.50 (12/08/2025)","$32.44","$8.50","$51.00","-64.29","5","$162.19"
"Zach Edey 2024 Donruss #239 Choice Red","Raw","-83.33","-$16.25","$19.50","$3.25 (11/28/2025)","$8.43","$3.25","$19.50","0.00","12","$101.18"
"Trayce Jackson-Davis 2023 Prizm #148 Silver","PSA 9","-83.33","-$6.25","$7.50","$1.25 (02/01/2026)","$5.44","$1.25","$8.00","-83.33","7","$38.05"
"Bub Carrington 2024 Prizm #244 Red Sparkle","Raw","-83.33","-$37.50","$45.00","$7.50 (02/05/2026)","$15.52","$3.05","$45.00","0.00","13","$201.80"
"Jack Bech 2025 Elite #PP-JBE Pen Pals","Raw","-83.33","-$37.50","$45.00","$7.50 (02/02/2026)","$15.95","$6.60","$45.00","0.00","65","$1036.50"
"JJ McCarthy 2024 Optic #235 Teal Velocity","Raw","-83.33","-$150.00","$180.00","$30.00 (01/28/2026)","$100.24","$14.50","$180.00","0.00","33","$3307.89"
"Xavier Legette 2024 Phoenix #249 Blue Fade","Raw","-83.33","-$5.00","$6.00","$1.00 (12/30/2025)","$2.28","$0.99","$6.00","0.00","11","$25.07"
"Cam Whitmore 2023 Select #118 Premier Level Pink Cracked Ice","Raw","-83.33","-$6.25","$7.50","$1.25 (07/25/2025)","$6.10","$1.25","$10.50","-58.33","5","$30.50"
"Chop Robinson 2024 Optic #219 Red Mojo","Raw","-83.33","-$10.00","$12.00","$2.00 (01/09/2026)","$3.25","$1.12","$12.00","0.00","17","$55.23"
"Ron Holland II 2024 Mosaic #219 Blue","Raw","-83.33","-$6.25","$7.50","$1.25 (01/11/2026)","$5.21","$0.99","$10.89","0.00","15","$78.12"
"Jared Verse 2024 Mosaic #319 Rookie Autographs - No Huddle Blue","Raw","-83.33","-$37.50","$45.00","$7.50 (02/01/2026)","$24.90","$7.50","$45.00","400.00","5","$124.50"
"Michael Penix Jr. 2024 Optic #279 Fire","Raw","-83.33","-$125.00","$150.00","$25.00 (02/06/2026)","$55.46","$15.00","$150.00","0.00","15","$831.85"
"Emeka Egbuka 2025 Donruss #375 Press Proof Red","Raw","-83.33","-$5.00","$6.00","$1.00 (02/06/2026)","$6.31","$0.99","$19.99","0.00","92","$580.71"
"Donovan Clingan 2024 Prizm #18 Kaleidoscopic - Mojo","Raw","-83.33","-$57.50","$69.00","$11.50 (08/28/2025)","$27.96","$10.50","$69.00","0.00","6","$167.77"
"Spencer Rattler 2024 Prizm Deca #S-SRR Signatures","Raw","-83.33","-$50.00","$60.00","$10.00 (02/03/2026)","$17.80","$1.25","$60.00","0.00","101","$1797.77"
"RJ Barrett 2019 Donruss #203 Base","Raw","-83.33","-$5.00","$6.00","$1.00 (02/01/2026)","$2.19","$0.72","$6.00","-23.08","20","$43.79"
"Edgerrin Cooper 2024 Donruss #325 Press Proof Silver","Raw","-83.33","-$5.00","$6.00","$1.00 (01/26/2026)","$3.00","$1.00","$6.00","0.00","5","$15.00"
"Michael Penix Jr. 2024 Phoenix #229 Green Fade","Raw","-83.33","-$11.25","$13.50","$2.25 (11/19/2025)","$14.25","$2.25","$20.00","0.00","15","$213.78"
"Tyrese Haliburton 2020 Select #189 Premier Level Red White Green Ice","Raw","-83.33","-$10.00","$12.00","$2.00 (02/05/2026)","$7.47","$1.25","$15.50","9.52","23","$171.73"
"LeBron James 2024 Prizm #5 Deep Space - Silver","Raw","-83.33","-$6.25","$7.50","$1.25 (02/04/2026)","$2.44","$0.99","$11.99","0.00","269","$657.40"
"CJ Stroud 2023 Donruss #VOR-17 Vortex","Raw","-83.33","-$5.00","$6.00","$1.00 (01/22/2026)","$3.91","$0.99","$9.99","-87.30","31","$121.10"
"Bryce Young 2023 Contenders #15 Base","Raw","-83.33","-$8.75","$10.50","$1.75 (02/05/2026)","$4.04","$0.99","$21.50","-50.36","139","$561.39"
"Bryce Young 2023 Obsidian #1 Tunnel Vision - Electric Etch Green","Raw","-83.33","-$25.00","$30.00","$5.00 (12/14/2025)","$34.55","$5.00","$54.00","-16.67","5","$172.74"
"Pat Bryant 2025 Mosaic #379 Orange","Raw","-83.33","-$6.25","$7.50","$1.25 (01/03/2026)","$7.50","$1.25","$14.90","0.00","7","$52.49"
"Josh Downs 2023 Optic #248 Flex","Raw","-83.33","-$6.25","$7.50","$1.25 (12/14/2025)","$6.02","$0.99","$14.85","-50.00","7","$42.12"
"Clayton Tune 2023 Optic #202 Rated Rookie Autographs (/199)","Raw","-83.33","-$6.25","$7.50","$1.25 (02/04/2026)","$3.67","$0.99","$7.50","0.00","23","$84.41"
"Zaccharie Risacher 2024 Mosaic #274 City Edition - Bronze","Raw","-83.33","-$16.25","$19.50","$3.25 (01/25/2026)","$10.26","$2.75","$20.50","0.00","11","$112.90"
"Zion Williamson 2019 Hoops Premium Stock #258 Silver Mojo","Raw","-83.33","-$5.00","$6.00","$1.00 (12/24/2025)","$3.37","$0.99","$6.00","-6.67","14","$47.11"
"Dalton Knecht 2024 Select #186 Premier Level Maroon","Raw","-83.33","-$5.00","$6.00","$1.00 (01/31/2026)","$5.30","$1.00","$10.50","0.00","22","$116.66"
"Cam Ward 2025 Elite #101 Status Metallic Orange","Raw","-83.33","-$50.00","$60.00","$10.00 (01/16/2026)","$19.93","$9.00","$60.00","0.00","17","$338.83"
"Joe Milton III 2024 Phoenix #205 Phoenix","Raw","-83.33","-$12.50","$15.00","$2.50 (02/03/2026)","$6.33","$2.50","$15.00","0.00","7","$44.30"
"Braelon Allen 2024 Optic #211 Blue","Raw","-83.33","-$6.25","$7.50","$1.25 (11/21/2025)","$3.54","$0.99","$7.50","0.00","14","$49.49"
"Malik Nabers 2024 Phoenix #221 Orange Hyper","Raw","-83.33","-$6.25","$7.50","$1.25 (12/07/2025)","$6.51","$1.25","$13.03","0.00","5","$32.53"
"JJ McCarthy 2024 Phoenix #RR-JMY Rookie Rising - Bronze","Raw","-83.33","-$30.00","$36.00","$6.00 (10/29/2025)","$23.51","$6.00","$36.00","0.00","10","$235.07"
"Evan Mobley 2021 Select #5 Concourse Green Ice","Raw","-83.33","-$5.00","$6.00","$1.00 (12/01/2025)","$4.95","$1.00","$6.99","-37.50","5","$24.73"
"Travis Hunter 2025 Mosaic #1 Elevate - Green","Raw","-83.33","-$4.97","$5.97","$0.99 (02/03/2026)","$2.33","$0.99","$9.59","0.00","75","$174.75"
"D'Andre Swift 2020 Optic #159 Holo","Raw","-83.33","-$10.00","$12.00","$2.00 (01/25/2026)","$2.25","$0.99","$12.00","-5.08","56","$126.00"
"Tyrone Tracy Jr. 2024 Select #61 Concourse Tri-Color","Raw","-83.33","-$6.25","$7.50","$1.25 (01/04/2026)","$3.82","$1.00","$10.50","0.00","39","$149.04"
"Marvin Harrison Jr. 2024 Optic #276 Blue Glitter","Raw","-83.33","-$62.50","$75.00","$12.50 (01/12/2026)","$56.42","$12.50","$90.00","0.00","32","$1805.54"
"Jayden Daniels 2024 Score #EM-JDS Emerged","PSA 10","-83.33","-$62.50","$75.00","$12.50 (11/30/2025)","$53.02","$12.50","$81.00","166.67","8","$424.13"
"Cooper Flagg 2025 Topps #80BK-51 1980-81 Topps","PSA 10","-83.33","-$1750.00","$2100.00","$350.00 (02/04/2026)","$559.10","$224.72","$2100.00","0.00","7","$3913.72"
"Matthew Golden 2025 Elite #PP-MGO Pen Pals","Raw","-83.33","-$125.00","$150.00","$25.00 (01/28/2026)","$76.70","$23.01","$185.00","0.00","65","$4985.58"
"Ausar Thompson 2023 Phoenix #4 Instant Phenom","Raw","-83.33","-$2.50","$3.00","$0.50 (11/15/2025)","$1.80","$0.50","$3.00","400.00","5","$8.99"
"Alexandre Sarr 2024 Select #185 Premier Level Red Scope","Raw","-83.33","-$16.25","$19.50","$3.25 (02/06/2026)","$8.77","$1.00","$20.25","0.00","27","$236.75"
"Domantas Sabonis 2016 Donruss #161 Press Proof Silver","Raw","-83.33","-$6.25","$7.50","$1.25 (01/27/2026)","$6.80","$0.99","$16.00","800.00","9","$61.24"
"Anthony Richardson 2023 Phoenix #RIS-4 Rookie Rising - Red","PSA 10","-83.33","-$25.00","$30.00","$5.00 (08/24/2025)","$21.00","$5.00","$39.99","-73.91","6","$125.99"
"Jalen Green 2021 Select #190 Premier Level Red Wave","Raw","-83.33","-$5.00","$6.00","$1.00 (10/26/2025)","$4.20","$1.00","$6.00","-37.50","5","$21.00"
"Bub Carrington 2024 Mosaic #259 NBA Debut - Bronze","Raw","-83.33","-$11.25","$13.50","$2.25 (01/26/2026)","$5.56","$0.99","$13.50","0.00","12","$66.74"
"Joe Milton III 2024 Phoenix #205 Pandora","Raw","-83.33","-$6.25","$7.50","$1.25 (01/04/2026)","$5.08","$0.99","$10.00","0.00","14","$71.07"
"Jayden Daniels 2024 Donruss #389 Optic Preview - Red & Green","Raw","-83.33","-$100.00","$120.00","$20.00 (02/06/2026)","$57.27","$6.50","$140.50","161.61","293","$16781.43"
"Ladd McConkey 2024 Mosaic #334 Reactive Blue","Raw","-83.33","-$5.00","$6.00","$1.00 (02/01/2026)","$5.62","$0.99","$23.40","8.72","162","$909.87"
"Chase Young 2020 Mosaic #202 Pink Camo","Raw","-83.33","-$6.25","$7.50","$1.25 (01/01/2026)","$4.34","$1.00","$12.00","-33.33","6","$26.04"
"Tank Dell 2023 Mosaic #352 Orange","Raw","-83.33","-$6.25","$7.50","$1.25 (09/07/2025)","$5.45","$1.25","$7.50","66.67","5","$27.25"
"Xavier Restrepo 2024 Bowman Chrome University #PA-XRE Prospect Auto - Orange Refractor (1st)","Raw","-83.33","-$74.99","$89.99","$15.00 (12/01/2025)","$66.00","$15.00","$89.99","25.00","5","$329.99"
"Emeka Egbuka 2025 Prizm #351 Silver","Raw","-83.33","-$27.49","$32.99","$5.50 (02/06/2026)","$23.28","$5.50","$47.00","0.00","30","$698.34"
"Anthony Edwards 2020 Select #61 Concourse Blue Retail","SGC 9.5","-83.33","-$49.99","$59.99","$10.00 (11/13/2025)","$17.01","$6.78","$59.99","-9.09","10","$170.10"
"Brian Thomas Jr. 2024 Donruss #313 Rated Rookie Autographs - Blue","Raw","-83.33","-$49.99","$59.99","$10.00 (12/13/2025)","$41.81","$10.00","$60.00","0.00","9","$376.31"
"Micah Parsons / Sauce Gardner 2024 Spectra #SWAP-MPASG Respectra","Raw","-83.33","-$49.99","$59.99","$10.00 (09/06/2025)","$27.33","$10.00","$59.99","0.00","6","$163.99"
"Michael Penix Jr. 2024 Prizm #378 Red White Blue","Raw","-83.33","-$24.99","$29.99","$5.00 (02/01/2026)","$18.80","$2.51","$44.00","350.00","198","$3721.82"
"Xavier Worthy 2024 Prizm #42 Rookie Variation - Silver","Raw","-83.33","-$19.99","$23.99","$4.00 (01/21/2026)","$12.75","$0.99","$32.00","145.83","177","$2257.17"
"Michael Penix Jr. 2024 Optic #279 Purple Scope","Raw","-83.33","-$24.99","$29.99","$5.00 (02/04/2026)","$10.05","$0.99","$29.99","0.00","259","$2602.44"
"DJ Lagway 2024 Bowman U Now #7 Base (Print Run: 1,964)","PSA 10","-83.33","-$49.98","$59.98","$10.00 (10/31/2025)","$34.71","$10.00","$70.00","185.71","20","$694.24"
"Bo Nix 2024 Select #30 Concourse Green & Yellow Shock","Raw","-83.33","-$22.49","$26.99","$4.50 (02/06/2026)","$7.88","$0.99","$27.00","0.00","276","$2175.73"
"Marvin Harrison Jr. 2024 Obsidian #15 Black Stained Glass","Raw","-83.33","-$291.63","$349.99","$58.36 (01/15/2026)","$233.09","$58.36","$350.00","0.00","66","$15384.00"
"Ladd McConkey 2024 Phoenix #216 International","Raw","-83.32","-$14.99","$17.99","$3.00 (12/06/2025)","$6.49","$0.99","$17.99","0.00","5","$32.46"
"Xavier Worthy 2024 Mosaic #328 Red","Raw","-83.32","-$6.25","$7.50","$1.25 (01/11/2026)","$5.65","$0.99","$13.99","11.11","30","$169.43"
"Jordan Travis 2024 Prizm Draft Picks #DPA-JTS Draft Picks Autographs - Silver","Raw","-83.32","-$12.49","$14.99","$2.50 (05/27/2025)","$11.37","$1.99","$21.50","266.67","11","$125.11"
"Xavier Worthy 2024 Mosaic #285 NFL Debut - Red","Raw","-83.32","-$6.25","$7.50","$1.25 (12/20/2025)","$5.73","$0.99","$14.99","7.69","28","$160.49"
"Jalen McMillan 2024 Prizm Draft Picks #133 Blue Ice","Raw","-83.32","-$12.49","$14.99","$2.50 (11/12/2025)","$4.02","$0.99","$14.99","75.00","7","$28.14"
"Kon Knueppel 2024 Bowman Chrome University #48 Refractor (1st)","Raw","-83.32","-$12.49","$14.99","$2.50 (02/03/2026)","$3.93","$0.99","$17.00","0.00","131","$514.68"
"Andrew Nembhard 2022 Revolution #116 Groove","Raw","-83.32","-$12.49","$14.99","$2.50 (02/01/2026)","$3.61","$0.99","$14.99","300.00","8","$28.89"
"Jalen Milroe 2025 Elite #131 Green Disco","Raw","-83.32","-$12.49","$14.99","$2.50 (02/04/2026)","$5.88","$0.89","$15.00","0.00","76","$447.07"
"Alexandre Sarr 2024 Prizm #264 Red Ice","Raw","-83.32","-$12.49","$14.99","$2.50 (02/06/2026)","$5.45","$0.99","$20.50","0.00","209","$1138.02"
"Trey Murphy III 2021 Elite #232 Blue","Raw","-83.32","-$9.99","$11.99","$2.00 (01/31/2026)","$6.02","$2.00","$11.99","200.00","9","$54.14"
"Dylan Harper 2025 Topps Chrome #SY-12 Serenity","Raw","-83.32","-$8.32","$9.99","$1.67 (02/06/2026)","$2.96","$0.99","$15.00","0.00","291","$861.93"
"Zaccharie Risacher 2024 Court Kings #7 Paint by Numbers","Raw","-83.32","-$49.89","$59.88","$9.99 (12/29/2025)","$48.44","$7.50","$70.69","0.00","7","$339.06"
"Malik Nabers 2024 Illusions #66 Trophy Collection Cubic","Raw","-83.31","-$7.49","$8.99","$1.50 (01/03/2026)","$4.67","$0.99","$8.99","0.00","19","$88.68"
"Michael Penix Jr. 2024 Mosaic #274 NFL Debut - Reactive Yellow","Raw","-83.31","-$7.49","$8.99","$1.50 (02/02/2026)","$7.20","$0.99","$23.33","-3.01","129","$928.70"
"Cason Wallace 2023 Prizm Monopoly #63 Gold Millionaire Shimmer","Raw","-83.31","-$6.24","$7.49","$1.25 (01/26/2026)","$7.12","$0.99","$19.99","-71.15","15","$106.76"
"Rob Dillingham 2024 Select #187 Premier Level Tri-Color","Raw","-83.31","-$6.24","$7.49","$1.25 (10/15/2025)","$3.05","$0.99","$13.50","0.00","25","$76.16"
"Santi Aldama 2021 Prizm #276 Red","Raw","-83.31","-$12.48","$14.98","$2.50 (01/19/2026)","$3.69","$1.25","$14.98","66.67","10","$36.88"
