Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"GG Jackson II 2023 Topps Finest #RFA-GGJ Rookie Finest Autographs","Raw","-87.63","-$7.01","$8.00","$0.99 (12/07/2025)","$5.96","$0.99","$20.74","71.43","12","$71.56"
"Victor Wembanyama 2023 Select #9 Lodestars","Raw","-87.63","-$7.01","$8.00","$0.99 (02/04/2026)","$5.16","$0.99","$20.50","-78.31","169","$871.44"
"Noah Fifita 2024 Bowman Chrome University Sapphire Edition #TT-2 Treasured Talent","Raw","-87.63","-$7.01","$8.00","$0.99 (11/09/2025)","$3.80","$0.99","$8.00","400.00","5","$19.01"
"Dalton Knecht 2024 Prizm Black #33 Blue","Raw","-87.63","-$7.01","$8.00","$0.99 (01/22/2026)","$4.26","$0.99","$8.50","0.00","10","$42.64"
"Reed Sheppard 2024 Prizm #24 Kaleidoscopic","Raw","-87.63","-$7.01","$8.00","$0.99 (02/06/2026)","$2.70","$0.99","$20.49","0.00","75","$202.41"
"Kenneth Walker III 2022 Select #2 Concourse Neon Green Die-Cut","Raw","-87.63","-$7.01","$8.00","$0.99 (11/29/2025)","$5.50","$0.99","$12.00","-14.29","6","$32.98"
"Zaccharie Risacher 2024 Prizm #6 Fireworks - Silver","Raw","-87.63","-$7.01","$8.00","$0.99 (02/03/2026)","$2.62","$0.99","$14.90","0.00","95","$249.15"
"Ben Saraf 2025 Topps #NL-26 No Limit - Rainbow Foilboard","Raw","-87.63","-$7.01","$8.00","$0.99 (02/01/2026)","$2.42","$0.99","$8.00","0.00","7","$16.95"
"Gradey Dick 2023 Prizm #134 Hyper","Raw","-87.63","-$7.01","$8.00","$0.99 (01/29/2026)","$4.60","$0.99","$15.05","-81.08","14","$64.43"
"Johni Broome 2025 Topps #RTO-JO Rise to the Occasion Relics","Raw","-87.63","-$7.01","$8.00","$0.99 (02/03/2026)","$4.20","$0.99","$9.99","0.00","32","$134.53"
"JJ McCarthy 2024 Select #134 Premier Level Zebra Shock","Raw","-87.62","-$700.99","$799.99","$99.00 (02/01/2026)","$346.81","$99.00","$799.99","0.00","33","$11444.67"
"Caleb Williams 2024 Photogenic #193 Rookie Portraits - Red","Raw","-87.62","-$130.99","$149.49","$18.50 (10/05/2025)","$78.16","$18.50","$149.49","0.00","9","$703.45"
"Zaccharie Risacher 2024 Hoops #231 Premium Lime Green","Raw","-87.62","-$14.09","$16.08","$1.99 (11/14/2025)","$6.26","$1.99","$16.08","0.00","9","$56.33"
"Christian Braun 2022 Prizm #223 Hyper","Raw","-87.61","-$7.00","$7.99","$0.99 (11/29/2025)","$3.39","$0.99","$8.99","0.00","9","$30.47"
"Jabari Smith Jr. 2022 Prizm #7 Luck of the Lottery - Fast Break","Raw","-87.61","-$7.00","$7.99","$0.99 (02/03/2026)","$2.65","$0.99","$7.99","-42.86","8","$21.17"
"Carson Wentz 2016 Optic #156 Orange","Raw","-87.61","-$7.00","$7.99","$0.99 (12/07/2025)","$6.86","$0.99","$16.00","400.00","5","$34.30"
"JJ McCarthy 2024 Encore #235 Base","Raw","-87.61","-$7.00","$7.99","$0.99 (12/14/2025)","$2.41","$0.99","$7.99","0.00","53","$127.62"
"Sam LaPorta 2023 Prizm #PJ-SL Premier Jerseys - Pink","Raw","-87.61","-$7.00","$7.99","$0.99 (01/25/2026)","$4.45","$0.99","$22.11","-76.52","27","$120.12"
"Paolo Banchero 2022 Optic #11 My House - Purple","Raw","-87.61","-$7.00","$7.99","$0.99 (01/27/2026)","$3.83","$0.99","$19.67","-67.35","16","$61.32"
"Ja Morant 2019 Mosaic #274 NBA Debut","SGC 9","-87.61","-$7.00","$7.99","$0.99 (10/05/2025)","$6.43","$0.99","$9.99","400.00","5","$32.17"
"Aaron Nesmith 2020 Select #74 Concourse Light Blue","Raw","-87.61","-$7.00","$7.99","$0.99 (12/08/2025)","$4.62","$0.99","$8.59","800.00","9","$41.57"
"Tetairoa McMillan 2024 Bowman Chrome University Sapphire Edition #SS-18 Sapphire Selections","Raw","-87.61","-$7.00","$7.99","$0.99 (10/31/2025)","$9.66","$0.99","$22.99","0.00","6","$57.96"
"Reed Sheppard 2024 Prizm #15 Fireworks","Raw","-87.61","-$7.00","$7.99","$0.99 (01/25/2026)","$2.12","$0.99","$7.99","0.00","38","$80.42"
"Jaylen Wright 2024 Origins #115 Holo Red","Raw","-87.61","-$7.00","$7.99","$0.99 (10/27/2025)","$2.04","$0.99","$7.99","0.00","10","$20.44"
"Jaylen Wells 2024 Mosaic #260 NBA Debut - Purple Fluorescent","Raw","-87.61","-$7.00","$7.99","$0.99 (12/02/2025)","$4.46","$0.99","$8.00","0.00","10","$44.60"
"Desmond Ridder 2022 Zenith #204 Rookie Patch Auto","Raw","-87.61","-$7.00","$7.99","$0.99 (02/01/2026)","$5.13","$0.99","$8.79","-60.00","6","$30.76"
"Anfernee Simons 2018 Prizm #61 Ruby Wave","Raw","-87.61","-$7.00","$7.99","$0.99 (11/11/2025)","$7.34","$0.99","$14.99","-33.33","10","$73.40"
"Jalen McMillan 2024 Optic #239 Aqua","Raw","-87.61","-$7.00","$7.99","$0.99 (01/12/2026)","$4.58","$0.99","$8.00","0.00","12","$54.95"
"Evan Mobley 2021 Select #110 Premier Level Red Wave","Raw","-87.61","-$7.00","$7.99","$0.99 (01/02/2026)","$7.88","$0.99","$20.50","200.00","9","$70.91"
"Jarrett Allen 2017 Prizm #154 Silver","Raw","-87.61","-$7.00","$7.99","$0.99 (01/05/2026)","$4.43","$0.99","$11.00","-50.00","17","$75.30"
"Zach Edey 2024 Revolution #134 Base","Raw","-87.61","-$7.00","$7.99","$0.99 (01/22/2026)","$2.03","$0.99","$11.50","0.00","40","$81.28"
"Brandon Miller 2023 Phoenix #2 Operation Detonation","Raw","-87.61","-$7.00","$7.99","$0.99 (01/28/2026)","$3.37","$0.99","$8.00","-50.00","6","$20.20"
"Alexandre Sarr 2024 Hoops #232 Premium Silver","Raw","-87.61","-$7.00","$7.99","$0.99 (02/01/2026)","$4.48","$0.99","$19.99","0.00","18","$80.72"
"Rob Dillingham 2024 Hoops #238 Purple","Raw","-87.61","-$7.00","$7.99","$0.99 (11/11/2025)","$2.00","$0.99","$7.99","550.00","13","$26.00"
"Trey Benson 2024 Certified #FMS-TBN Freshman Fabric Signatures - Mirror (/399)","Raw","-87.61","-$7.00","$7.99","$0.99 (01/30/2026)","$6.44","$0.99","$14.00","120.00","22","$141.74"
"Roman Wilson 2024 Optic #285 Orange","Raw","-87.61","-$7.00","$7.99","$0.99 (02/01/2026)","$5.07","$0.99","$9.99","0.00","8","$40.56"
"Patrick Mahomes II 2020 Select #202 Club Level Purple Die-Cut","Raw","-87.61","-$7.00","$7.99","$0.99 (01/25/2026)","$6.66","$0.99","$20.00","-32.00","34","$226.52"
"Ausar Thompson 2023 Select #95 Concourse Light Blue","Raw","-87.61","-$7.00","$7.99","$0.99 (01/23/2026)","$8.58","$0.99","$20.00","-12.12","29","$248.89"
"Tyler Shough 2025 Mosaic #2 Center Stage - Silver","Raw","-87.61","-$7.00","$7.99","$0.99 (02/05/2026)","$3.26","$0.99","$7.99","0.00","53","$172.74"
"Franz Wagner 2021 Mosaic #220 Rookie Variation - Fast Break","Raw","-87.61","-$7.00","$7.99","$0.99 (01/18/2026)","$6.14","$0.99","$20.00","-46.15","7","$42.98"
"Ray Davis 2024 Optic #283 Holo","Raw","-87.61","-$7.00","$7.99","$0.99 (02/05/2026)","$1.98","$0.99","$18.00","0.00","101","$200.13"
"Xavier Worthy 2024 Topps Chrome #208 Sepia Refractor","Raw","-87.61","-$7.00","$7.99","$0.99 (01/08/2026)","$3.09","$0.99","$15.00","0.00","65","$200.64"
"Dillon Gabriel 2025 Mosaic #332 Purple Scope","Raw","-87.61","-$7.00","$7.99","$0.99 (02/01/2026)","$2.92","$0.99","$10.00","0.00","12","$34.98"
"Brandon Miller 2023 Select #10 Select Certified - Tectonic","Raw","-87.61","-$7.00","$7.99","$0.99 (11/17/2025)","$2.93","$0.99","$7.99","-80.00","5","$14.64"
"Brock Purdy 2022 Chronicles #CVR-8 Clear Vision","Raw","-87.61","-$7.00","$7.99","$0.99 (02/04/2026)","$3.70","$0.99","$22.00","-63.71","274","$1013.33"
"Hendon Hooker 2023 Donruss #WHR-10 White Hot Rookies","Raw","-87.61","-$7.00","$7.99","$0.99 (01/29/2026)","$1.91","$0.99","$7.99","-66.67","20","$38.27"
"Andrew Wiggins 2014 Prizm #251 Base","PSA 9","-87.61","-$7.00","$7.99","$0.99 (01/03/2026)","$5.90","$0.99","$9.99","-33.33","8","$47.21"
"Bo Nix 2024 Optic #4 Rookie Primary Colors","Raw","-87.61","-$7.00","$7.99","$0.99 (02/04/2026)","$1.67","$0.99","$7.99","0.00","324","$542.62"
"Tyrese Haliburton 2020 Optic #162 Hyper Pink","Raw","-87.61","-$7.00","$7.99","$0.99 (01/18/2026)","$10.39","$0.99","$27.00","24.68","96","$997.73"
"Hendon Hooker 2023 Select #268 Club Level Neon Green Die-Cut","Raw","-87.61","-$7.00","$7.99","$0.99 (01/16/2026)","$4.72","$0.99","$9.99","120.00","11","$51.92"
"Tank Bigsby 2023 Prizm #348 Blue Wave","Raw","-87.61","-$7.00","$7.99","$0.99 (02/01/2026)","$7.32","$0.99","$10.00","-77.78","6","$43.92"
"Spencer Rattler 2024 Elite #155 Orange","Raw","-87.61","-$7.00","$7.99","$0.99 (11/01/2025)","$3.19","$0.99","$7.99","-46.67","8","$25.55"
"Zach Edey 2024 Prizm #249 Pink Ice","Raw","-87.61","-$7.00","$7.99","$0.99 (01/26/2026)","$3.08","$0.99","$14.95","0.00","271","$834.41"
"Nika Muhl 2024 Prizm WNBA #2 Kaleidoscopic - Green","Raw","-87.61","-$7.00","$7.99","$0.99 (12/14/2025)","$3.63","$0.99","$7.99","0.00","15","$54.43"
"Ladd McConkey 2024 Prizm #365 Pink Wave","Raw","-87.61","-$7.00","$7.99","$0.99 (02/02/2026)","$6.07","$0.99","$24.18","0.00","126","$765.36"
"Jalen McMillan 2024 Certified #167 Mirror Blue","Raw","-87.61","-$7.00","$7.99","$0.99 (09/18/2025)","$6.20","$0.99","$9.99","500.00","6","$37.21"
"Aidan O'Connell 2023 Optic #258 Flex","Raw","-87.61","-$7.00","$7.99","$0.99 (11/17/2025)","$6.97","$0.99","$15.00","-50.00","7","$48.78"
"Ja Morant 2019 Mosaic #219 Photo Variation","Raw","-87.61","-$7.07","$8.07","$1.00 (01/23/2026)","$6.31","$1.00","$9.95","-70.83","7","$44.15"
"Mikal Bridges 2018 Donruss #200 Base","Raw","-87.61","-$11.38","$12.99","$1.61 (01/27/2026)","$2.20","$0.84","$16.65","44.74","55","$120.86"
"Joe Milton III 2024 Score-A-Treat #28 Rising Stars - Green Bats","Raw","-87.60","-$8.76","$10.00","$1.24 (11/27/2025)","$1.87","$0.99","$10.00","-33.33","18","$33.61"
"Jalen Hurts 2025 Mosaic #20 Visionary","Raw","-87.60","-$109.50","$125.00","$15.50 (02/05/2026)","$43.98","$15.50","$125.00","0.00","51","$2242.81"
"Bilal Coulibaly 2023 Optic #243 Orange","Raw","-87.59","-$7.06","$8.06","$1.00 (01/28/2026)","$7.81","$1.00","$18.00","-46.15","7","$54.65"
"Keon Coleman 2024 Phoenix #CON-KCN Contours - Red","Raw","-87.59","-$25.40","$29.00","$3.60 (01/21/2026)","$15.12","$3.25","$29.00","0.00","7","$105.85"
"Jayden Daniels 2024 Topps Resurgence #196 Base","Raw","-87.59","-$7.05","$8.05","$1.00 (02/06/2026)","$3.32","$0.80","$30.00","0.00","641","$2126.41"
"Kevin Love 2008 Topps Chrome #185 Base","Raw","-87.58","-$10.51","$12.00","$1.49 (02/03/2026)","$5.34","$0.99","$12.00","31.25","42","$224.23"
"Dylan Harper 2025 Topps #RTO-DH Rise to the Occasion Relics","Raw","-87.57","-$12.26","$14.00","$1.74 (02/01/2026)","$11.76","$0.99","$30.00","0.00","96","$1129.31"
"Caleb Williams 2024 Select #19 Select Numbers","Raw","-87.57","-$13.13","$15.00","$1.86 (02/06/2026)","$1.94","$0.82","$20.00","0.00","751","$1458.47"
"Zaccharie Risacher 2024 Select #180 Premier Level Orange Flash","Raw","-87.56","-$14.01","$16.00","$1.99 (01/04/2026)","$4.98","$1.99","$16.00","0.00","9","$44.78"
"Justin Fields 2021 Prizm #334 Silver","Raw","-87.56","-$17.95","$20.50","$2.55 (02/03/2026)","$17.88","$0.99","$40.00","-30.82","101","$1805.66"
"Emeka Egbuka 2025 Mosaic #1 Introductions","Raw","-87.56","-$7.88","$9.00","$1.12 (02/05/2026)","$3.70","$0.99","$20.00","0.00","85","$314.08"
"Dylan Harper 2025 Topps Chrome #YQ-2 Youthquake","Raw","-87.56","-$10.51","$12.00","$1.49 (02/05/2026)","$3.09","$0.99","$13.36","0.00","145","$447.39"
"Jaime Jaquez Jr. 2023 Select #302 Mezzanine Tiger","Raw","-87.55","-$41.15","$47.00","$5.85 (01/05/2026)","$30.16","$5.85","$47.00","250.00","7","$211.12"
"Wendell Moore Jr. 2022 Donruss #ND-WMT Next Day Autographs","Raw","-87.55","-$17.51","$20.00","$2.49 (11/10/2025)","$9.59","$2.49","$20.00","250.00","7","$67.15"
"Reed Sheppard 2024 Prizm #6 Deep Space","Raw","-87.55","-$6.96","$7.95","$0.99 (01/28/2026)","$1.67","$0.96","$11.99","0.00","77","$128.23"
"Jeremy Chinn 2020 Prizm #367 Rookie Autographs - Neon Green Pulsar","Raw","-87.55","-$6.96","$7.95","$0.99 (01/19/2026)","$5.83","$0.99","$7.95","-42.86","8","$46.61"
"Jalen McMillan 2024 Prizm #338 Pink Wave","Raw","-87.55","-$6.96","$7.95","$0.99 (12/10/2025)","$2.59","$0.99","$7.95","0.00","24","$62.11"
"Brock Bowers 2024 Illusions #47 Trophy Collection Emerald","Raw","-87.55","-$6.96","$7.95","$0.99 (01/29/2026)","$2.01","$0.99","$7.95","0.00","46","$92.62"
"Marvin Harrison Jr. 2024 Certified #104 Base Rookie","Raw","-87.55","-$6.96","$7.95","$0.99 (01/15/2026)","$6.54","$0.99","$10.00","-22.22","14","$91.58"
"Ja Morant 2019 Mosaic #274 NBA Debut - Red","Raw","-87.55","-$6.96","$7.95","$0.99 (12/08/2025)","$7.84","$0.99","$16.99","0.00","5","$39.18"
"Paul George 2010 Prestige #220 Base","Raw","-87.55","-$6.96","$7.95","$0.99 (01/13/2026)","$4.78","$0.99","$15.00","-9.09","30","$143.29"
"Jase Richardson 2025 Topps #CM-JR Contemporary Marks - Rainbow Foilboard","Raw","-87.53","-$35.01","$40.00","$4.99 (01/28/2026)","$11.38","$4.00","$40.00","0.00","11","$125.17"
"Xavier Legette 2024 Mosaic #SS-XLE Showtime Signatures - Blue","Raw","-87.53","-$35.01","$40.00","$4.99 (01/20/2026)","$22.30","$4.99","$40.00","-58.33","5","$111.50"
"Paul Pierce 1998 Fleer Ultra Gold Medallion","Raw","-87.51","-$34.96","$39.95","$4.99 (02/05/2026)","$19.04","$4.99","$39.95","-30.77","9","$171.38"
"Michael Penix Jr. 2024 Donruss #308 Optic Preview - Red Pandora","Raw","-87.51","-$66.55","$76.05","$9.50 (01/22/2026)","$47.96","$5.50","$99.00","-65.63","122","$5851.71"
"Matthew Golden 2025 Donruss #311 Optic Preview - Red Pandora","Raw","-87.50","-$35.00","$40.00","$5.00 (02/02/2026)","$7.32","$0.99","$40.00","0.00","159","$1163.70"
"Donovan Clingan 2024 Prizm #221 Skewed","Raw","-87.50","-$28.00","$32.00","$4.00 (01/22/2026)","$9.39","$0.99","$39.99","0.00","29","$272.40"
"Sam Howell 2022 Mosaic #RD-21 Razzle Dazzle","Raw","-87.50","-$8.75","$10.00","$1.25 (12/14/2025)","$9.42","$1.25","$20.00","11.11","10","$94.24"
"JJ McCarthy 2024 Contenders Optic #71 Base","Raw","-87.50","-$8.75","$10.00","$1.25 (01/13/2026)","$5.72","$0.99","$17.73","0.00","70","$400.69"
"Bronny James Jr. 2024 Prizm #243 Multi Wave","Raw","-87.50","-$87.50","$100.00","$12.50 (02/05/2026)","$85.98","$5.50","$125.00","0.00","19","$1633.55"
"Matthew Golden 2025 Mosaic #323 Silver","Raw","-87.50","-$17.50","$20.00","$2.50 (02/02/2026)","$3.07","$0.99","$20.00","0.00","65","$199.67"
"Donovan Edwards 2023 Bowman Chrome University #42 Prospect Auto - Refractor (1st)","Raw","-87.50","-$15.75","$18.00","$2.25 (12/05/2025)","$16.69","$2.25","$29.99","-51.52","16","$267.10"
"Aaron Rodgers 2014 Prizm #67 Base","Raw","-87.50","-$8.75","$10.00","$1.25 (01/22/2026)","$3.47","$0.99","$10.00","16.67","7","$24.31"
"Michael Penix Jr. 2024 Phoenix #229 Base","Raw","-87.50","-$8.75","$10.00","$1.25 (02/05/2026)","$2.20","$0.99","$22.50","0.00","274","$602.26"
"KJ Simpson Jr. 2024 Mosaic #239 Base","Raw","-87.50","-$7.00","$8.00","$1.00 (12/17/2025)","$5.45","$0.50","$15.00","0.00","7","$38.18"
"Spencer Rattler 2024 Prizm Draft Picks #DPA-SRR Draft Picks Autographs","Raw","-87.50","-$7.00","$8.00","$1.00 (02/02/2026)","$7.21","$1.00","$10.00","600.00","14","$100.99"
"Dalton Knecht 2023 Bowman Best University #B23-DK Best of 2023 Autographs - Refractor","Raw","-87.50","-$66.50","$76.00","$9.50 (01/14/2026)","$35.94","$9.50","$76.00","-87.27","7","$251.60"
"Travis Hunter 2023 Bowman Chrome University #36 Prospects - Purple Refractor (1st)","Raw","-87.50","-$29.75","$34.00","$4.25 (02/05/2026)","$26.23","$4.25","$47.99","-57.14","33","$865.71"
"Ashton Jeanty 2025 Prizm #315 Base","Raw","-87.50","-$9.63","$11.00","$1.38 (02/06/2026)","$3.42","$0.99","$15.99","0.00","94","$321.31"
"Brock Bowers 2024 Optic #215 Holo","Raw","-87.50","-$35.00","$40.00","$5.00 (02/06/2026)","$8.81","$0.99","$40.00","0.00","1010","$8893.62"
"Andre Jackson Jr. 2023 Prizm #131 Silver","Raw","-87.50","-$8.75","$10.00","$1.25 (11/25/2025)","$3.44","$1.00","$10.00","-93.13","11","$37.80"
"Jaylen Wright 2024 Optic #249 Blue Glitter","Raw","-87.50","-$8.75","$10.00","$1.25 (01/25/2026)","$6.34","$0.99","$14.99","0.00","28","$177.50"
"Brock Bowers 2024 Obsidian #8 Vitreous","Raw","-87.50","-$245.00","$280.00","$35.00 (01/13/2026)","$143.97","$35.00","$308.00","0.00","43","$6190.65"
"CJ Stroud 2024 Select #233 Club Level Red","Raw","-87.50","-$35.00","$40.00","$5.00 (01/31/2026)","$27.20","$5.00","$42.00","0.00","11","$299.22"
"Jared Verse 2024 Elite #150 Aspirations Shimmer","Raw","-87.50","-$8.75","$10.00","$1.25 (01/11/2026)","$4.04","$1.10","$10.00","-11.11","8","$32.33"
"Jared McCain 2024 Mosaic #263 NBA Debut - Choice Blue","Raw","-87.50","-$22.75","$26.00","$3.25 (12/30/2025)","$16.24","$3.25","$45.55","0.00","7","$113.69"
"Jayden Daniels 2024 Donruss #389 Press Proof Green","Raw","-87.50","-$28.00","$32.00","$4.00 (02/04/2026)","$11.73","$0.99","$32.00","35.83","652","$7650.80"
"Kyle Trask 2021 Select #263 Club Level Blue","Raw","-87.50","-$8.75","$10.00","$1.25 (11/22/2025)","$5.81","$0.99","$10.00","500.00","6","$34.86"
"Ja'Kobe Walter 2024 Prizm #223 Blue Wave","Raw","-87.50","-$22.75","$26.00","$3.25 (12/06/2025)","$10.74","$3.25","$26.00","0.00","10","$107.40"
"Walter Clayton Jr. 2025 Topps #NL-18 No Limit - Blue Rainbow","Raw","-87.50","-$8.75","$10.00","$1.25 (01/16/2026)","$7.00","$1.25","$12.00","0.00","7","$49.00"
"Donovan Clingan 2024 Prizm #221 Orange","Raw","-87.50","-$38.50","$44.00","$5.50 (12/18/2025)","$48.10","$5.50","$67.00","0.00","5","$240.50"
"Stephon Castle 2024 Prizm #29 Emergent - Silver","Raw","-87.50","-$22.75","$26.00","$3.25 (02/05/2026)","$3.41","$0.99","$26.00","0.00","496","$1689.29"
"Michael Penix Jr. 2024 Prizm Deca #9 Downtown Bound - Silver","Raw","-87.50","-$28.00","$32.00","$4.00 (01/29/2026)","$14.41","$2.25","$50.00","0.00","31","$446.71"
"Bronny James Jr. 2024 Optic #282 Hyper Pink","Raw","-87.50","-$8.75","$10.00","$1.25 (02/04/2026)","$2.44","$0.99","$10.00","0.00","89","$217.33"
"Jordan Travis 2024 Mosaic #395 Honeycomb","Raw","-87.50","-$70.00","$80.00","$10.00 (10/29/2025)","$50.45","$10.00","$115.00","166.67","8","$403.60"
"Reed Sheppard 2024 Mosaic #276 City Edition - Orange","Raw","-87.50","-$7.00","$8.00","$1.00 (01/20/2026)","$5.46","$0.99","$12.50","0.00","31","$169.26"
"Jalen Hurts 2022 Optic #157 Aqua","Raw","-87.50","-$8.75","$10.00","$1.25 (01/22/2026)","$5.59","$1.25","$12.00","150.00","10","$55.94"
"Justin Herbert 2020 Select #244 Club Level Silver","SGC 9","-87.50","-$15.75","$18.00","$2.25 (01/01/2026)","$18.03","$2.25","$25.00","133.33","7","$126.24"
"Ja Morant 2019 Optic #168 Blue Velocity","Raw","-87.50","-$29.75","$34.00","$4.25 (01/11/2026)","$22.96","$1.30","$85.99","-20.69","23","$527.98"
"Ja Morant 2020 Select #60 Concourse Red White Orange Shimmer","Raw","-87.50","-$10.50","$12.00","$1.50 (01/21/2026)","$2.71","$0.99","$12.00","-36.36","21","$56.98"
"Noa Essengue 2025 Topps #212 Pink Diamante Foil","Raw","-87.50","-$17.50","$20.00","$2.50 (01/01/2026)","$6.60","$1.00","$20.00","0.00","5","$33.00"
"Ron Holland II 2024 Mosaic #258 NBA Debut - Purple","Raw","-87.50","-$8.75","$10.00","$1.25 (01/11/2026)","$4.57","$1.25","$10.00","0.00","16","$73.18"
"Tari Eason 2022 Select #278 Courtside Green Wave","Raw","-87.50","-$7.00","$8.00","$1.00 (02/06/2026)","$8.90","$1.00","$14.99","66.67","5","$44.48"
"Jalen McMillan 2023 Bowman Chrome University #164 Prospect Auto (1st)","Raw","-87.50","-$10.50","$12.00","$1.50 (01/11/2026)","$6.72","$0.99","$15.50","-54.55","20","$134.37"
"Tyler Warren 2025 Mosaic #10 Introductions - Mosaic","Raw","-87.50","-$8.75","$10.00","$1.25 (01/15/2026)","$4.59","$0.99","$10.00","0.00","12","$55.06"
"Giannis Antetokounmpo 2023 Select #341 Mezzanine Blue Flash","Raw","-87.50","-$8.75","$10.00","$1.25 (12/13/2025)","$4.70","$1.00","$10.00","-44.44","5","$23.50"
"LaMelo Ball 2020 Hoops #223 Purple","Raw","-87.50","-$8.75","$10.00","$1.25 (02/05/2026)","$3.63","$0.99","$10.00","-33.33","10","$36.32"
"Kool-Aid McKinstry 2024 Prizm #363 Purple","Raw","-87.50","-$8.75","$10.00","$1.25 (01/23/2026)","$4.24","$0.99","$10.00","500.00","12","$50.87"
"JJ McCarthy 2024 Select #246 Club Level Green & Yellow Shock","Raw","-87.50","-$25.38","$29.00","$3.63 (02/03/2026)","$10.16","$1.25","$29.99","0.00","69","$700.93"
"Michael Penix Jr. 2024 Score #323 Base","Raw","-87.50","-$7.00","$8.00","$1.00 (02/04/2026)","$2.01","$0.99","$19.50","-44.96","131","$263.43"
"Kevin Porter Jr. 2019 Donruss #228 Base","Raw","-87.50","-$8.75","$10.00","$1.25 (01/07/2026)","$5.40","$1.25","$21.87","100.00","10","$53.98"
"Michael Penix Jr. 2024 Mosaic #20 Notoriety","PSA 9","-87.50","-$17.50","$20.00","$2.50 (01/20/2026)","$11.44","$2.50","$22.00","0.00","27","$308.87"
"Rob Dillingham 2024 Select #187 Premier Level Light Blue","Raw","-87.50","-$15.75","$18.00","$2.25 (01/28/2026)","$11.53","$1.75","$28.00","0.00","30","$345.77"
"Justin Herbert 2023 Prizm #158 Blue Wave","Raw","-87.50","-$8.75","$10.00","$1.25 (10/04/2025)","$12.29","$1.25","$20.00","-27.27","8","$98.30"
"Reed Sheppard 2024 Prizm #6 Deep Space - Silver","Raw","-87.50","-$8.75","$10.00","$1.25 (02/03/2026)","$2.04","$0.68","$13.00","0.00","141","$286.95"
"Dylan Harper 2025 Topps Chrome #VS-7 Voices - Refractor","Raw","-87.50","-$35.00","$40.00","$5.00 (02/06/2026)","$9.94","$0.99","$40.00","0.00","51","$506.79"
"Stephon Castle 2024 Select #72 Concourse Tri-Color","Raw","-87.50","-$22.75","$26.00","$3.25 (02/05/2026)","$5.95","$1.00","$26.00","0.00","89","$529.24"
"Brian Thomas Jr. 2024 Photogenic #158 Rookie Portraits - Silver","Raw","-87.50","-$8.75","$10.00","$1.25 (11/24/2025)","$9.80","$1.25","$14.00","0.00","9","$88.23"
"Brian Thomas Jr. 2024 Select #91 Concourse Silver Die-Cut","Raw","-87.50","-$8.75","$10.00","$1.25 (02/05/2026)","$2.50","$0.90","$10.99","0.00","189","$472.54"
"CJ Stroud 2023 Zenith #5 Behind the Numbers - Blue","Raw","-87.50","-$8.75","$10.00","$1.25 (11/23/2025)","$7.42","$1.25","$12.99","-83.61","10","$74.23"
"Johnny Wilson 2024 Prizm #355 Blue Sparkle","Raw","-87.50","-$7.00","$8.00","$1.00 (02/01/2026)","$4.72","$1.00","$8.00","0.00","5","$23.60"
"Joe Alt 2024 Prizm #353 Pandora","Raw","-87.50","-$8.75","$10.00","$1.25 (01/31/2026)","$4.54","$0.99","$15.00","2150.00","45","$204.33"
"Brian Thomas Jr. 2024 Optic #214 Pink","Raw","-87.50","-$7.00","$8.00","$1.00 (02/06/2026)","$3.20","$0.99","$10.00","0.00","275","$879.38"
"Tony Parker 2003 Topps Chrome #9 Refractor","Raw","-87.50","-$8.75","$10.00","$1.25 (12/29/2025)","$7.99","$1.25","$11.50","-43.75","9","$71.90"
"Cameron Brink 2024 Prizm WNBA #143 Rookie Variation - Green","PSA 8","-87.50","-$22.75","$26.00","$3.25 (01/06/2026)","$12.33","$3.25","$26.00","0.00","5","$61.65"
"Michael Penix Jr. 2024 Zenith #9 The Shield","Raw","-87.50","-$105.00","$120.00","$15.00 (01/25/2026)","$32.11","$1.75","$120.00","0.00","46","$1476.92"
"AJ Brown 2024 Mosaic #265 National Pride - Red Sparkle","Raw","-87.50","-$8.75","$10.00","$1.25 (11/26/2025)","$6.85","$1.25","$15.00","0.00","8","$54.79"
"Omarion Hampton 2025 Mosaic #12 Light It Up - Silver","Raw","-87.50","-$7.00","$8.00","$1.00 (02/04/2026)","$2.58","$0.99","$8.00","0.00","42","$108.53"
"De'Von Achane 2023 Donruss #27 The Rookies","Raw","-87.50","-$7.00","$8.00","$1.00 (02/02/2026)","$1.86","$0.99","$8.00","-62.60","46","$85.53"
"Cam Ward 2025 Origins #143 Red","Raw","-87.50","-$70.00","$80.00","$10.00 (02/04/2026)","$27.25","$8.00","$80.00","0.00","13","$354.26"
"Matthew Golden 2025 Certified #116 Mirror Orange","Raw","-87.50","-$8.75","$10.00","$1.25 (02/02/2026)","$4.07","$0.99","$10.00","0.00","7","$28.52"
"Reed Sheppard 2024 Prizm #26 Groovy","Raw","-87.50","-$245.00","$280.00","$35.00 (02/01/2026)","$62.64","$0.99","$280.00","0.00","59","$3695.50"
"Quentin Johnston 2023 Mosaic #356 Red Sparkle","Raw","-87.50","-$8.75","$10.00","$1.25 (01/15/2026)","$5.38","$1.25","$10.00","900.00","10","$53.76"
"Michael Penix Jr. 2024 Donruss #308 Press Proof Blue","Raw","-87.50","-$8.75","$10.00","$1.25 (01/25/2026)","$2.70","$0.99","$18.00","0.00","285","$769.26"
