Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Barry Bonds 1987 Topps #320 Base","Raw","169.60","$3.66","$2.16","$5.82 (02/16/2026)","$4.29","$0.99","$23.17","20.41","118","$505.93"
"Yoshinobu Yamamoto 2024 Topps #553 Base","Raw","167.28","$3.65","$2.19","$5.84 (02/16/2026)","$3.19","$0.99","$12.99","-43.64","31","$98.88"
"Chipper Jones 1991 Topps #333 Base","Raw","163.59","$3.55","$2.17","$5.72 (02/16/2026)","$3.82","$0.99","$15.00","-13.64","38","$145.17"
"Jesus Made 2025 Bowman #BCP-50 Chrome Prospects (1st)","Raw","159.61","$4.45","$2.79","$7.23 (02/16/2026)","$3.56","$2.00","$20.00","53.06","75","$267.18"
"Paul Skenes 2024 Topps Heritage High Number #594 Base","Raw","157.23","$6.54","$4.16","$10.70 (02/16/2026)","$5.36","$0.99","$17.50","17.50","47","$251.96"
"Cedric Coward 2025 Topps Chrome #261 X-Fractor","Raw","155.24","$4.08","$2.63","$6.70 (02/16/2026)","$7.92","$1.25","$13.79","-60.00","56","$443.78"
"Jeremiah Smith 2025 Prizm Draft Picks #160 Base","Raw","144.11","$1.43","$0.99","$2.42 (02/16/2026)","$1.97","$0.99","$5.00","111.11","38","$75.01"
"Bo Nix 2024 Donruss #369 Base","Raw","140.67","$2.92","$2.08","$5.00 (02/16/2026)","$4.20","$0.99","$24.99","41.94","44","$184.67"
"Emmitt Smith 1990 Pro Set #685 Base","Raw","137.64","$1.95","$1.42","$3.37 (02/15/2026)","$2.48","$0.99","$9.99","0.00","32","$79.38"
"Battle Cage 2025 Mega Evolution: Phantasmal Flames #116/94 Ultra Rare (Full Art)","Raw TCG (Near Mint)","136.87","$4.69","$3.43","$8.12 (02/16/2026)","$3.53","$0.99","$8.12","22.50","49","$173.01"
"Kon Knueppel 2025 Topps #CC-4 Clutch City Prospects - Holo Foil","Raw","133.00","$3.99","$3.00","$6.99 (02/16/2026)","$5.80","$1.99","$15.00","53.57","43","$249.46"
"Victor Wembanyama 2023 Prizm Draft Picks #2 Base","Raw","132.84","$3.76","$2.83","$6.58 (02/16/2026)","$5.22","$0.99","$15.50","8.11","40","$208.96"
"Nick Kurtz 2025 Topps Update #US197 Rookie Debut","Raw","130.25","$2.06","$1.58","$3.63 (02/15/2026)","$1.95","$0.99","$8.09","-33.96","35","$68.33"
"Michael Jordan 1992 Topps Stadium Club #210 Members Choice","Raw","128.83","$4.34","$3.36","$7.70 (02/16/2026)","$5.89","$0.99","$22.00","45.83","35","$206.10"
"Jayden Daniels 2024 Prizm #347 Base","Raw","127.27","$3.08","$2.42","$5.50 (02/16/2026)","$4.20","$0.99","$17.29","-12.24","43","$180.44"
"Caleb Williams 2024 Select #11 Turbocharged","Raw","124.22","$1.39","$1.11","$2.50 (02/16/2026)","$2.16","$0.99","$15.00","45.45","32","$68.97"
"Kon Knueppel 2025 Topps Chrome #YQ-4 Youthquake","Raw","119.39","$4.31","$3.61","$7.92 (02/16/2026)","$3.49","$0.99","$20.26","-8.70","42","$146.61"
"Michael Jordan 1993 Upper Deck #23 Base","Raw","119.35","$3.79","$3.18","$6.97 (02/16/2026)","$4.06","$0.99","$18.38","2.86","36","$146.24"
"Lugia V 2022 Sword & Shield: Silver Tempest #138/195 Holo","Raw TCG (Near Mint)","119.06","$7.14","$6.00","$13.14 (02/15/2026)","$10.04","$6.00","$17.71","73.68","33","$331.24"
"Jaxson Dart 2025 Prizm #6 Prizmatic","Raw","116.86","$2.82","$2.41","$5.23 (02/14/2026)","$4.06","$0.99","$20.00","57.89","30","$121.72"
"Stephen Curry 2025 Topps Chrome #201 Red White & Blue Refractor","Raw","109.17","$3.34","$3.06","$6.39 (02/16/2026)","$5.15","$0.99","$9.74","17.65","40","$205.85"
"LeBron James 2025 Topps Silver Pack #TC-LJ 1980-81 Topps Chrome","Raw","108.33","$3.38","$3.12","$6.50 (02/16/2026)","$4.61","$1.00","$12.00","36.36","30","$138.40"
"Tony Gwynn 1983 Topps #482 Base","Raw","106.13","$10.56","$9.95","$20.51 (02/16/2026)","$16.85","$7.00","$28.55","38.89","50","$842.47"
"Michael Jordan 1991 Skybox #39 Base","Raw","103.69","$6.79","$6.55","$13.33 (02/16/2026)","$5.73","$0.99","$21.95","52.38","32","$183.39"
"Caleb Williams 2024 Donruss #327 Base","Raw","93.73","$2.34","$2.50","$4.84 (02/16/2026)","$2.67","$0.99","$20.00","38.46","72","$192.00"
"Michael Jordan 1989 Hoops #21 All-Star","Raw","89.49","$3.83","$4.28","$8.12 (02/16/2026)","$4.98","$0.99","$24.99","-8.33","55","$273.80"
"Shai Gilgeous-Alexander 2018 Donruss #162 Base","Raw","89.10","$10.00","$11.22","$21.23 (02/16/2026)","$17.81","$3.88","$25.00","-15.38","33","$587.82"
"Paul Skenes 2024 Topps Update #US288 Rookie Debut","Raw","86.63","$1.52","$1.75","$3.27 (02/15/2026)","$3.07","$0.99","$16.99","77.78","48","$147.15"
"Buddy-Buddy Poffin 2025 Mega Evolution #167/132 Ultra Rare (Full Art)","Raw TCG (Near Mint)","85.85","$4.40","$5.13","$9.53 (02/16/2026)","$5.45","$3.00","$9.53","54.55","51","$277.97"
"Cam Ward 2025 Donruss #350 Base","Raw","84.48","$0.84","$0.99","$1.83 (02/15/2026)","$1.29","$0.75","$7.00","-2.08","47","$60.82"
"Kon Knueppel 2025 Topps #CC-4 Clutch City Prospects","Raw","83.99","$2.02","$2.41","$4.43 (02/16/2026)","$2.39","$0.99","$9.75","-11.11","80","$191.17"
"Jaxon Smith-Njigba 2023 Prizm #390 Base","Raw","80.79","$1.90","$2.35","$4.25 (02/16/2026)","$2.48","$0.99","$5.50","-54.84","42","$104.04"
"Michael Jordan 1992 Upper Deck #510 Fanimation (w/L. Bird)","Raw","75.32","$2.49","$3.30","$5.79 (02/16/2026)","$4.74","$0.99","$15.04","93.75","31","$147.00"
"Pikachu 2023 Sword & Shield: Crown Zenith #160/159 Holo (Secret)","Raw TCG (Near Mint)","73.45","$17.62","$23.99","$41.61 (02/16/2026)","$33.55","$18.99","$51.82","0.00","31","$1039.91"
"Jaxson Dart 2025 Prizm #332 Base","Raw","70.62","$4.06","$5.75","$9.81 (02/16/2026)","$6.65","$1.00","$24.00","7.50","129","$857.78"
"Drake Maye 2024 Score #3 35th Anniversary Rookie","Raw","69.20","$1.09","$1.58","$2.67 (02/16/2026)","$1.71","$0.99","$4.95","-66.02","35","$59.92"
"Drake Maye 2024 Select #24 Turbocharged","Raw","68.03","$1.85","$2.72","$4.57 (02/16/2026)","$3.14","$0.99","$10.50","-57.21","86","$269.91"
"Ken Griffey Jr. 1989 Donruss #33 Base","Raw","67.94","$2.06","$3.04","$5.10 (02/16/2026)","$5.09","$0.99","$21.99","56.98","135","$687.50"
"Cooper Flagg 2025 Topps Chrome #LD-11 Loading","Raw","66.67","$6.50","$9.75","$16.25 (02/16/2026)","$13.83","$7.51","$24.50","-5.88","32","$442.51"
"Paul Skenes 2024 Topps Chrome Update #USC88 Base","Raw","66.67","$4.67","$7.00","$11.67 (02/16/2026)","$9.16","$3.75","$19.99","-5.88","32","$293.01"
"Maxime Raynaud 2025 Topps Chrome #293 X-Fractor","Raw","66.30","$1.10","$1.66","$2.75 (02/16/2026)","$2.17","$0.99","$5.05","-17.78","37","$80.32"
"Shedinja 2025 Mega Evolution #144/132 Illustration Rare","Raw TCG (Near Mint)","65.34","$2.39","$3.65","$6.04 (02/16/2026)","$3.69","$0.99","$8.57","3.23","32","$117.93"
"Firebreather 2025 Mega Evolution: Phantasmal Flames #119/94 Ultra Rare (Full Art)","Raw TCG (Near Mint)","63.70","$1.40","$2.19","$3.58 (02/16/2026)","$3.08","$0.99","$6.48","-17.50","33","$101.71"
"Greg Maddux 1987 Donruss #36 Base","Raw","62.84","$2.51","$3.99","$6.50 (02/16/2026)","$4.79","$1.25","$15.51","-29.90","68","$325.93"
"Carlos Lagrange 2025 Bowman Chrome #CPA-CL Prospect Auto (1st)","Raw","62.80","$27.94","$44.50","$72.44 (02/16/2026)","$55.39","$28.00","$95.00","84.00","46","$2548.03"
"Arch Manning 2025 Prizm Draft Picks #166 Base","Raw","62.11","$1.66","$2.68","$4.34 (02/16/2026)","$3.46","$0.99","$9.99","15.84","117","$405.31"
"LeBron James 2025 Topps Chrome #127 X-Fractor","Raw","61.56","$5.85","$9.50","$15.35 (02/16/2026)","$11.23","$4.25","$19.00","-51.22","80","$898.44"
"Garganacl 2025 Mega Evolution #147/132 Illustration Rare","Raw TCG (Near Mint)","60.04","$1.66","$2.77","$4.42 (02/16/2026)","$2.57","$0.99","$5.91","55.00","31","$79.72"
"VJ Edgecombe 2025 Topps Chrome #253 Refractor","Raw","59.89","$10.77","$17.98","$28.75 (02/16/2026)","$23.19","$7.50","$48.00","19.75","97","$2249.42"
"Jaxson Dart 2025 Optic #273 Base","Raw","59.69","$2.48","$4.16","$6.65 (02/16/2026)","$4.18","$0.99","$21.50","3.81","109","$455.33"
"VJ Edgecombe 2025 Topps Chrome #253 Base","Raw","57.21","$1.58","$2.76","$4.34 (02/16/2026)","$3.10","$0.99","$20.00","24.26","169","$524.30"
"Shohei Ohtani 2019 Topps #250 Base (Swinging)","Raw","55.58","$4.33","$7.80","$12.13 (02/16/2026)","$9.30","$3.04","$18.00","38.00","69","$641.92"
"Cooper Flagg 2025 Topps Chrome #BD-21 Ball of Duty","Raw","55.46","$4.34","$7.82","$12.16 (02/16/2026)","$10.86","$2.25","$22.50","-20.17","186","$2019.63"
"Kon Knueppel 2025 Topps #80BK-53 1980-81 Topps","Raw","55.10","$1.38","$2.50","$3.88 (02/16/2026)","$2.59","$0.99","$8.50","43.18","63","$163.12"
"Dalibor Dvorsky 2025 Upper Deck #226 Young Guns Base","Raw","52.94","$2.25","$4.25","$6.50 (02/16/2026)","$6.31","$0.99","$9.50","80.00","36","$227.01"
"Nick Kurtz 2025 Topps Chrome Cosmic #183 Base","Raw","52.52","$2.70","$5.15","$7.85 (02/16/2026)","$5.37","$0.99","$8.99","-11.54","46","$246.83"
"Barry Sanders 1989 Score #257 Base","Raw","51.83","$23.42","$45.20","$68.62 (02/15/2026)","$60.03","$15.00","$91.00","-11.11","32","$1921.12"
"Mewtwo 2023 Japanese Scarlet & Violet: 151 #183/165 Art Rare","PSA 10","51.66","$36.48","$70.61","$107.09 (02/16/2026)","$69.29","$45.95","$107.09","52.17","35","$2425.01"
"Caleb Williams 2024 Select #25 Concourse","Raw","51.57","$1.19","$2.31","$3.50 (02/16/2026)","$2.31","$0.99","$10.50","49.02","76","$175.60"
"Jeremiah Fears 2025 Topps Chrome #257 Refractor","Raw","50.91","$2.53","$4.97","$7.50 (02/16/2026)","$4.50","$0.99","$22.00","37.93","40","$180.01"
"Night Stretcher 2025 Mega Evolution #173/132 Ultra Rare (Full Art)","Raw TCG (Near Mint)","50.76","$2.45","$4.82","$7.27 (02/16/2026)","$5.24","$2.25","$9.95","40.63","45","$235.63"
"Togedemaru 2025 Mega Evolution: Phantasmal Flames #104/94 Illustration Rare","Raw TCG (Near Mint)","50.75","$1.01","$1.99","$3.00 (02/16/2026)","$3.10","$1.50","$8.00","4.88","43","$133.30"
"Shaquille O'Neal 1992 Topps #362 Base","Raw","50.56","$2.27","$4.50","$6.77 (02/16/2026)","$5.86","$0.99","$23.50","12.77","53","$310.41"
"Cooper Flagg 2025 Topps Now Draft #D1 Base (Print Run: 123,650)","Raw","49.59","$2.39","$4.83","$7.22 (02/15/2026)","$6.97","$0.99","$19.99","-23.64","42","$292.60"
"Shohei Ohtani 2018 Topps Update #US153 Base (Japan's Finest)","Raw","49.43","$3.64","$7.37","$11.01 (02/16/2026)","$10.55","$5.75","$18.27","-17.50","33","$348.10"
"Cooper Flagg 2025 Topps #NL-1 No Limit","Raw","48.92","$4.71","$9.63","$14.33 (02/16/2026)","$13.62","$6.00","$26.00","-21.05","30","$408.73"
"Toxtricity 2025 Mega Evolution: Phantasmal Flames #103/94 Illustration Rare","Raw TCG (Near Mint)","48.22","$1.08","$2.25","$3.33 (02/16/2026)","$2.77","$0.99","$5.45","-8.06","57","$157.63"
"Drake Maye 2024 Score #303 Base","Raw","48.18","$0.84","$1.74","$2.58 (02/16/2026)","$3.44","$0.99","$24.99","-64.17","43","$147.79"
"Jayden Daniels 2024 Optic #248 Base","Raw","48.11","$0.72","$1.50","$2.21 (02/16/2026)","$2.87","$0.99","$15.00","34.38","43","$123.48"
"Cooper Flagg 2025 Topps Chrome #GR-1 Generation Rising","Raw","47.38","$5.62","$11.86","$17.48 (02/16/2026)","$12.82","$4.25","$19.95","35.56","61","$781.76"
"Paul Skenes 2024 Topps Update #US100 Base","Raw","47.07","$1.91","$4.05","$5.96 (02/16/2026)","$3.93","$1.99","$13.99","26.32","48","$188.57"
"Ken Griffey Jr. 1989 Fleer #548 Base","Raw","46.92","$1.96","$4.17","$6.12 (02/16/2026)","$6.09","$0.99","$24.99","20.55","88","$536.22"
"Derik Queen 2025 Topps Chrome #263 Refractor","Raw","46.75","$1.99","$4.25","$6.24 (02/16/2026)","$5.98","$1.25","$15.00","-42.70","51","$304.77"
"Charmander 2023 Japanese Scarlet & Violet: 151 #168/165 Art Rare","PSA 10","46.62","$28.29","$60.66","$88.95 (02/16/2026)","$73.70","$45.00","$97.08","43.48","33","$2432.08"
"Anthony Edwards 2020 Prizm #258 Base","Raw","45.16","$3.29","$7.28","$10.56 (02/16/2026)","$9.95","$2.25","$18.97","4.26","49","$487.50"
"Barry Sanders 1989 Pro Set #494 Base","Raw","44.33","$1.68","$3.79","$5.47 (02/16/2026)","$6.15","$0.99","$17.50","-5.00","38","$233.63"
"Michael Jordan 1989 Fleer #21 Base","Raw","44.22","$6.44","$14.57","$21.01 (02/16/2026)","$15.25","$6.00","$30.00","18.75","57","$869.25"
"Cooper Flagg 2025 Topps #8B-31 8-Bit Ballers","Raw","44.18","$1.28","$2.90","$4.18 (02/16/2026)","$3.48","$0.99","$21.75","-24.33","255","$887.17"
"Kon Knueppel 2025 Topps Chrome #GR-4 Generation Rising","Raw","44.10","$1.55","$3.51","$5.06 (02/16/2026)","$4.64","$1.00","$16.50","3.45","30","$139.08"
"VJ Edgecombe 2025 Topps Chrome #253 X-Fractor","Raw","43.93","$13.70","$31.19","$44.89 (02/16/2026)","$33.63","$14.00","$65.00","-46.92","112","$3766.01"
"Drake Maye 2024 Donruss #379 Base","Raw","43.80","$2.11","$4.81","$6.92 (02/16/2026)","$4.39","$0.99","$23.00","-68.48","162","$711.19"
"Arch Manning 2025 Prizm Draft Picks #166 Gold Ice","Raw","43.66","$4.37","$10.00","$14.37 (02/16/2026)","$14.76","$9.50","$23.00","35.71","38","$560.88"
"Cooper Flagg 2025 Topps Chrome #XW-8 Xs & Whoas","Raw","43.36","$5.52","$12.73","$18.25 (02/16/2026)","$16.04","$8.02","$26.75","-31.58","65","$1042.49"
"Nick Kurtz 2024 Bowman Draft #BDC-56 Chrome (1st)","Raw","43.07","$3.46","$8.04","$11.50 (02/16/2026)","$10.39","$5.00","$15.50","2.44","42","$436.21"
"Cooper Flagg 2025 Topps Chrome #SF-21 Sleek Finishers","Raw","43.06","$3.92","$9.11","$13.03 (02/16/2026)","$10.66","$1.25","$21.00","-11.88","89","$949.07"
"Dylan Harper 2025 Topps Chrome #252 Red White & Blue Refractor","Raw","42.95","$3.47","$8.08","$11.55 (02/16/2026)","$9.72","$1.50","$19.99","-35.48","40","$388.62"
"Caleb Williams 2024 Select #19 Select Numbers","Raw","42.69","$0.75","$1.75","$2.49 (02/15/2026)","$2.05","$0.99","$15.50","22.58","38","$77.80"
"Drake Maye 2024 Prizm #4 Emergent","Raw","42.63","$1.06","$2.50","$3.56 (02/16/2026)","$2.85","$0.99","$17.55","-74.38","31","$88.35"
"Tyler Shough 2025 Optic #223 Base","Raw","42.50","$0.71","$1.67","$2.38 (02/16/2026)","$2.70","$0.99","$22.00","5.71","37","$99.93"
"Jaxson Dart 2025 Donruss #400 Press Proof Green","Raw","42.02","$1.65","$3.92","$5.56 (02/16/2026)","$4.25","$2.00","$7.00","24.00","31","$131.85"
"Maxime Raynaud 2025 Topps Chrome #293 Refractor","Raw","41.98","$0.75","$1.80","$2.55 (02/16/2026)","$2.20","$0.99","$5.68","106.67","31","$68.13"
"Shedeur Sanders 2025 Donruss #306 Base","Raw","41.46","$0.71","$1.70","$2.41 (02/16/2026)","$1.55","$0.99","$3.25","-39.29","34","$52.54"
"Cooper Flagg 2025 Topps #CC-1 Clutch City Prospects","Raw","41.01","$1.67","$4.08","$5.76 (02/16/2026)","$5.12","$0.99","$24.99","-11.24","237","$1212.42"
"Stephen Curry 2025 Topps Chrome #201 Refractor","Raw","40.96","$1.93","$4.71","$6.64 (02/16/2026)","$6.09","$2.00","$12.36","-35.24","68","$414.02"
"Bo Nix 2024 Prizm #309 Base","Raw","39.80","$1.07","$2.69","$3.76 (02/16/2026)","$3.01","$0.99","$15.50","-3.03","64","$192.60"
"Michael Jordan 1988 Fleer #17 Base","Raw","38.26","$33.80","$88.33","$122.13 (02/16/2026)","$104.77","$67.00","$155.00","-8.57","32","$3352.49"
"Don Mattingly 1984 Topps #8 Base","Raw","37.92","$5.03","$13.27","$18.31 (02/16/2026)","$15.55","$3.99","$28.00","55.32","73","$1135.21"
"VJ Edgecombe 2025 Topps Chrome #253 Red White & Blue Refractor","Raw","37.89","$6.32","$16.68","$23.00 (02/16/2026)","$19.82","$6.99","$31.00","7.55","57","$1129.77"
"Jaxson Dart 2025 Donruss #1 Rated Rookies Retro","Raw","37.88","$1.64","$4.33","$5.97 (02/16/2026)","$4.55","$1.25","$11.50","11.90","47","$214.03"
"Cam Skattebo 2025 Mosaic #271 Rookie Variation","Raw","37.52","$0.67","$1.79","$2.46 (02/16/2026)","$2.01","$0.99","$12.00","-20.83","38","$76.46"
"Michael Jordan 1993 Fleer Ultra #30 Base","Raw","36.92","$1.20","$3.25","$4.45 (02/16/2026)","$5.62","$1.29","$23.50","-2.78","35","$196.84"
"Michael Jordan 1990 Fleer #26 Base","PSA 9","36.59","$15.00","$41.00","$56.00 (02/16/2026)","$51.23","$40.00","$80.00","-25.00","36","$1844.11"
"Dylan Harper 2025 Topps Chrome #252 Base","Raw","35.93","$0.66","$1.83","$2.49 (02/16/2026)","$3.02","$0.99","$22.00","-11.46","85","$256.52"
"Michael Jordan 1995 Metal #212 Nuts & Bolts","Raw","35.51","$6.29","$17.71","$24.00 (02/16/2026)","$21.05","$10.00","$39.00","-10.53","34","$715.70"
"Cooper Flagg 2025 Topps Chrome #YQ-1 Youthquake","Raw","35.18","$3.40","$9.67","$13.08 (02/16/2026)","$10.85","$5.00","$23.50","12.66","89","$965.81"
"Freddie Freeman 2011 Topps #145 Base","Raw","34.90","$4.71","$13.50","$18.21 (02/16/2026)","$16.45","$5.57","$22.00","37.04","37","$608.79"
"Earl Campbell 1979 Topps #390 Base","Raw","31.90","$3.35","$10.50","$13.85 (02/15/2026)","$14.61","$4.91","$30.00","23.08","32","$467.56"
"Anthony Edwards 2020 Donruss #201 Base","Raw","31.84","$1.00","$3.13","$4.12 (02/16/2026)","$3.27","$0.99","$6.00","40.91","31","$101.29"
"Tre Johnson III 2025 Topps Chrome #256 Refractor","Raw","31.63","$1.35","$4.26","$5.61 (02/16/2026)","$5.59","$0.99","$11.00","-23.08","40","$223.54"
"Roger Clemens 1985 Topps #181 Base","Raw","31.08","$1.92","$6.18","$8.11 (02/16/2026)","$7.74","$0.99","$36.74","14.75","70","$541.87"
"Nolan Sailors 2025 Bowman Draft #CPA-NSA Chrome Prospect Auto (1st)","Raw","30.89","$1.70","$5.49","$7.19 (02/15/2026)","$6.19","$2.24","$12.00","36.36","30","$185.77"
"Michael Jordan 1991 Upper Deck #SP1 Base","Raw","30.32","$4.77","$15.74","$20.51 (02/16/2026)","$19.26","$2.25","$32.00","54.02","134","$2580.22"
"Cam Ward 2025 Optic #293 Purple Shock","Raw","30.08","$2.83","$9.42","$12.25 (02/16/2026)","$8.72","$2.00","$22.50","0.00","31","$270.41"
"Drake Maye 2024 Score #2 Protential","Raw","30.04","$0.42","$1.42","$1.84 (02/16/2026)","$1.83","$0.99","$6.04","-55.26","34","$62.11"
"Jaxon Smith-Njigba 2023 Optic #293 Base","Raw","29.97","$0.78","$2.61","$3.39 (02/16/2026)","$2.25","$0.99","$5.00","-55.56","32","$72.03"
"Caitlin Clark 2024 Prizm WNBA #145 Rookie Variation","Raw","29.51","$4.16","$14.08","$18.24 (02/16/2026)","$17.79","$7.50","$29.99","17.14","41","$729.28"
"Tetairoa McMillan 2025 Prizm #311 White Disco","Raw","29.33","$3.63","$12.36","$15.99 (02/16/2026)","$11.90","$5.00","$19.99","19.35","37","$440.25"
"Dewgong 2025 Mega Evolution: Phantasmal Flames #97/94 Illustration Rare","Raw TCG (Near Mint)","28.36","$1.17","$4.14","$5.31 (02/16/2026)","$5.57","$0.99","$12.26","-21.13","56","$312.06"
"Kade Anderson 2025 Bowman Draft Mega Box #BDC-3 Chrome (1st)","Raw","27.02","$1.01","$3.75","$4.76 (02/16/2026)","$5.01","$2.24","$11.50","35.48","42","$210.38"
"Jaxson Dart 2025 Mosaic #362 Silver","Raw","26.60","$3.77","$14.18","$17.95 (02/16/2026)","$16.19","$1.28","$22.50","13.79","33","$534.33"
"Cooper Flagg 2025 Topps #PP-16 Power Players - Holo Foil","Raw","26.59","$3.71","$13.95","$17.66 (02/16/2026)","$15.20","$4.47","$28.00","-14.93","57","$866.54"
"Drake Maye 2024 Phoenix #179 Base","Raw","26.56","$0.47","$1.78","$2.25 (02/16/2026)","$2.61","$0.99","$9.99","-62.14","53","$138.31"
"Shohei Ohtani 2018 Topps Opening Day #200 Base","Raw","26.49","$10.50","$39.65","$50.15 (02/16/2026)","$45.89","$20.00","$66.55","74.07","47","$2156.66"
"Jacob Misiorowski 2026 Topps #10 Base","Raw","26.40","$0.81","$3.08","$3.89 (02/16/2026)","$2.37","$0.99","$20.99","4950.00","101","$239.20"
"Jaxson Dart 2025 Rookies & Stars #16 Artistry in Motion","Raw","26.26","$0.26","$0.99","$1.25 (02/16/2026)","$2.13","$0.99","$6.00","25.00","30","$63.81"
"Kade Anderson 2025 Bowman Draft #CPA-KA Chrome Prospect Auto (1st)","Raw","26.02","$23.69","$91.05","$114.73 (02/16/2026)","$103.09","$77.23","$134.99","22.58","38","$3917.44"
"Giannis Antetokounmpo 2025 Topps Chrome Sapphire Edition #137 Base","Raw","25.00","$1.88","$7.50","$9.38 (02/16/2026)","$6.50","$1.04","$20.00","500.00","36","$233.86"
"Roki Sasaki 2025 Topps Chrome Update #USC73 Rookie Debut - X-Fractor","Raw","24.80","$0.79","$3.17","$3.95 (02/16/2026)","$3.22","$0.99","$5.00","21.43","34","$109.34"
"Victor Wembanyama 2023 Prizm #136 Base","Raw","24.78","$5.70","$23.00","$28.70 (02/16/2026)","$29.20","$17.50","$57.76","53.06","75","$2190.35"
"Ryne Sandberg 1983 Topps #83 Base","Raw","24.78","$3.24","$13.08","$16.32 (02/16/2026)","$13.97","$2.50","$23.50","34.15","55","$768.62"
"Jaxson Dart 2025 Mosaic #362 Green","Raw","24.69","$3.29","$13.33","$16.63 (02/16/2026)","$15.92","$10.00","$20.00","20.00","42","$668.46"
"Artyom Levshunov 2025 Upper Deck #201 Young Guns Base","Raw","24.66","$2.05","$8.31","$10.36 (02/15/2026)","$9.85","$5.50","$15.00","72.22","31","$305.45"
"Kobe Bryant 1996 Hoops #281 Base","Raw","24.40","$4.22","$17.28","$21.50 (02/16/2026)","$19.14","$7.50","$27.00","61.90","34","$650.71"
"Cooper Flagg 2025 Topps Holiday #ML-1 Making the Nice List","Raw","24.34","$1.92","$7.87","$9.79 (02/16/2026)","$9.38","$4.00","$18.32","0.00","37","$347.22"
"Victor Wembanyama 2023 Prizm Monopoly #81 Base","Raw","24.20","$1.10","$4.56","$5.66 (02/16/2026)","$5.24","$0.99","$10.00","14.71","39","$204.36"
"Kon Knueppel 2025 Topps Chrome #SF-24 Sleek Finishers","Raw","24.18","$0.95","$3.93","$4.88 (02/16/2026)","$4.30","$0.99","$16.50","20.41","59","$253.56"
"Shohei Ohtani 2018 Topps Heritage #600 Base","Raw","23.74","$29.26","$123.24","$152.50 (02/16/2026)","$130.62","$80.00","$180.00","9.68","34","$4441.08"
"Mega Gengar ex 2025 Japanese Mega: Mega Dream ex #230/193 Mega Attack Rare","Raw TCG (Near Mint)","23.34","$6.19","$26.54","$32.73 (02/16/2026)","$29.12","$15.51","$42.68","-7.14","39","$1135.59"
"Mega Charizard Y ex 2026 Mega Evolution: Ascended Heroes #22/217 Double Rare","Raw TCG (Near Mint)","23.23","$3.77","$16.23","$20.00 (02/16/2026)","$17.82","$10.00","$27.23","11.63","48","$855.45"
"Victor Wembanyama 2023 Optic #225 Base","Raw","22.75","$1.71","$7.50","$9.21 (02/16/2026)","$9.18","$0.99","$20.40","6.38","50","$458.89"
"Fernando Mendoza 2025 Bowman Chrome University #109 Base (1st)","Raw","22.69","$2.37","$10.44","$12.81 (02/16/2026)","$10.65","$5.00","$22.50","-29.26","162","$1725.28"
"Kon Knueppel 2025 Topps Chrome #D-4 Destiny","Raw","22.19","$0.89","$4.00","$4.89 (02/16/2026)","$5.68","$2.00","$15.50","4.08","51","$289.71"
