Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Liam Doyle 2025 Bowman Draft #CPA-LD Chrome Prospect Auto (1st)","Raw","22.16","$12.16","$54.84","$67.00 (02/16/2026)","$68.99","$50.00","$100.00","57.69","41","$2828.75"
"Barry Sanders 1989 Topps Traded #83T Base","Raw","22.13","$2.65","$11.97","$14.63 (02/16/2026)","$13.15","$5.56","$22.71","22.22","44","$578.39"
"Seth Hernandez 2025 Bowman Draft #BDC-25 Chrome - Refractor (1st)","Raw","21.95","$2.01","$9.18","$11.19 (02/16/2026)","$9.04","$3.25","$15.99","-13.73","44","$397.91"
"Cooper Flagg 2025 Topps #GN-1 Generation Now","Raw","21.86","$0.82","$3.77","$4.59 (02/16/2026)","$3.89","$0.99","$20.00","-25.60","218","$847.59"
"Jerry Rice 1986 Topps #161 Base","Raw","21.77","$7.66","$35.19","$42.84 (02/16/2026)","$47.24","$20.50","$86.00","48.57","52","$2456.71"
"Cooper Flagg 2025 Topps #CC-1 Clutch City Prospects - Holo Foil","Raw","21.63","$5.89","$27.25","$33.14 (02/16/2026)","$25.99","$3.25","$42.00","-32.81","43","$1117.77"
"Tate Southisene 2025 Bowman Draft #CPA-TS Chrome Prospect Auto (1st)","Raw","21.36","$3.65","$17.10","$20.75 (02/16/2026)","$18.88","$9.50","$31.00","20.59","41","$774.06"
"Arch Manning 2025 Prizm Draft Picks #166 Red Ice","Raw","21.28","$2.50","$11.75","$14.25 (02/16/2026)","$12.00","$5.50","$19.99","138.46","31","$371.92"
"Dylan Harper 2025 Topps Chrome #252 X-Fractor","Raw","21.15","$3.46","$16.37","$19.83 (02/16/2026)","$16.64","$3.25","$29.28","-51.81","93","$1547.71"
"Cynthia's Roserade 2025 Scarlet & Violet: Destined Rivals #184/182 Illustration Rare","Raw TCG (Near Mint)","21.02","$2.36","$11.23","$13.59 (02/16/2026)","$12.81","$7.07","$20.55","21.43","34","$435.68"
"Shedeur Sanders 2025 Prizm #302 White Disco","Raw","20.98","$3.35","$15.98","$19.33 (02/16/2026)","$17.81","$10.50","$25.00","14.63","47","$837.17"
"Kon Knueppel 2025 Topps #8B-34 8-Bit Ballers - Holo Foil","Raw","20.95","$1.00","$4.75","$5.75 (02/16/2026)","$4.80","$1.99","$19.94","3.13","33","$158.48"
"Stufful 2025 Mega Evolution #154/132 Illustration Rare","Raw TCG (Near Mint)","20.93","$0.75","$3.60","$4.35 (02/16/2026)","$5.43","$2.21","$9.71","-8.57","32","$173.75"
"Cooper Flagg 2024 Bowman Chrome University #16 Base (1st)","Raw","20.60","$0.73","$3.52","$4.25 (02/16/2026)","$7.17","$0.99","$23.99","7.25","74","$530.69"
"Jayden Daniels 2024 Prizm #347 Silver","Raw","20.57","$21.60","$105.00","$126.60 (02/16/2026)","$114.71","$63.24","$163.50","15.38","30","$3441.32"
"Dylan Harper 2025 Topps Chrome #252 Refractor","Raw","20.12","$2.47","$12.26","$14.73 (02/16/2026)","$12.41","$0.99","$22.50","-24.04","79","$980.19"
"Charmander 2023 Scarlet & Violet: 151 #168/165 Illustration Rare","PSA 9","19.85","$13.25","$66.75","$80.00 (02/16/2026)","$71.65","$50.00","$102.23","23.08","32","$2292.95"
"Seth Hernandez 2025 Bowman Draft #CPA-SH Chrome Prospect Auto (1st)","Raw","19.81","$21.79","$110.00","$131.79 (02/16/2026)","$122.48","$80.00","$161.50","68.00","42","$5144.02"
"Cooper Flagg 2025 Topps Chrome #251 RayWave Refractor","Raw","19.51","$25.47","$130.53","$156.00 (02/16/2026)","$162.20","$116.07","$227.50","-36.54","33","$5352.51"
"Kon Knueppel 2025 Topps Chrome #254 RayWave Refractor","Raw","19.34","$5.91","$30.59","$36.50 (02/16/2026)","$29.51","$15.00","$42.44","-37.50","30","$885.15"
"Roman Anthony 2023 Bowman #BCP-71 Chrome Prospects (1st)","Raw","19.15","$2.51","$13.12","$15.64 (02/16/2026)","$12.04","$5.49","$21.25","45.16","45","$541.81"
"Macklin Celebrini 2024 Upper Deck #451 Young Guns Base","Raw","19.01","$56.10","$295.13","$351.23 (02/16/2026)","$339.45","$94.50","$470.00","18.52","96","$32586.87"
"Charmeleon 2023 Japanese Scarlet & Violet: 151 #169/165 Art Rare","PSA 10","18.87","$10.90","$57.75","$68.65 (02/15/2026)","$63.66","$42.00","$83.02","150.00","30","$1909.74"
"Ken Griffey Jr. 1989 Topps Traded #41T Base","PSA 9","18.83","$6.49","$34.50","$40.99 (02/16/2026)","$35.54","$20.00","$60.00","94.12","33","$1172.86"
"VJ Edgecombe 2025 Topps Chrome Sapphire Edition #253 Base","Raw","18.36","$17.68","$96.31","$114.00 (02/16/2026)","$100.51","$78.00","$202.00","350.00","36","$3618.20"
"Cooper Flagg 2025 Topps Now Draft #D1 Base (Print Run: 123,650)","PSA 9","18.35","$3.33","$18.17","$21.50 (02/16/2026)","$21.90","$14.50","$30.00","183.33","34","$744.70"
"Caleb Williams 2024 Optic #201 Purple Shock","Raw","18.33","$2.75","$15.00","$17.75 (02/16/2026)","$17.17","$10.00","$29.00","0.00","32","$549.38"
"Victor Wembanyama 2023 Prizm Monopoly #81 Base","PSA 10","17.50","$7.00","$40.00","$47.00 (02/16/2026)","$52.29","$40.00","$61.00","146.15","32","$1673.42"
"Kobe Bryant 1996 Topps #138 Base","Raw","17.40","$13.16","$75.64","$88.80 (02/16/2026)","$80.49","$22.00","$125.00","44.44","52","$4185.49"
"Victor Wembanyama 2023 Topps Chrome #1 Base","Raw","17.39","$2.53","$14.57","$17.11 (02/16/2026)","$15.79","$6.00","$27.00","32.14","74","$1168.13"
"Drake Maye 2024 Optic #229 Base","Raw","17.33","$1.01","$5.83","$6.84 (02/16/2026)","$6.97","$0.99","$23.00","-63.88","160","$1115.49"
"Kon Knueppel 2025 Topps Chrome #254 X-Fractor","Raw","17.21","$10.88","$63.21","$74.08 (02/16/2026)","$59.98","$20.59","$101.00","-48.10","150","$8996.80"
"Riley Quick 2025 Bowman Draft #CPA-RQ Chrome Prospect Auto (1st)","Raw","17.11","$1.46","$8.54","$10.00 (02/16/2026)","$8.46","$3.25","$15.50","95.24","41","$346.90"
"Cooper Flagg 2025 Topps Chrome #251 Base","Raw","16.93","$4.34","$25.63","$29.97 (02/16/2026)","$27.52","$10.00","$48.00","-31.05","804","$22126.75"
"Macklin Celebrini 2024 Upper Deck #451 Young Guns Base","PSA 9","16.88","$65.00","$385.00","$450.00 (02/16/2026)","$437.66","$350.00","$503.05","78.95","34","$14880.38"
"Sacred Charm 2025 Mega Evolution: Phantasmal Flames #122/94 Ultra Rare (Full Art)","Raw TCG (Near Mint)","16.76","$0.30","$1.79","$2.09 (02/16/2026)","$2.28","$0.99","$4.25","54.55","34","$77.38"
"Nick Kurtz 2025 Topps Chrome Update #USC180 Rookie Debut","Raw","16.39","$0.52","$3.16","$3.68 (02/16/2026)","$3.06","$0.99","$14.50","41.94","88","$269.65"
"Nick Kurtz 2025 Topps Chrome Update #PP-30 Power Players","Raw","16.34","$0.45","$2.75","$3.20 (02/16/2026)","$3.14","$0.99","$6.50","45.45","48","$150.63"
"Grimsley's Move 2025 Mega Evolution: Phantasmal Flames #120/94 Ultra Rare (Full Art)","Raw TCG (Near Mint)","15.99","$0.39","$2.46","$2.85 (02/16/2026)","$3.44","$0.99","$8.81","11.43","39","$134.32"
"Cynthia's Spiritomb 2025 Japanese Mega: Mega Dream ex #208/193 Art Rare","Raw TCG (Near Mint)","15.55","$0.88","$5.65","$6.53 (02/16/2026)","$5.15","$1.05","$8.86","63.16","31","$159.79"
"Bo Jackson 1987 Donruss #35 Base","Raw","15.15","$0.59","$3.88","$4.47 (02/16/2026)","$5.68","$1.25","$20.00","1.96","52","$295.52"
"Ken Griffey Jr. 1989 Upper Deck #1 Base","Raw","14.69","$12.84","$87.44","$100.29 (02/16/2026)","$94.13","$49.00","$159.38","43.30","139","$13084.01"
"Vulpix 2025 Mega Evolution #138/132 Illustration Rare","PSA 10","14.63","$10.78","$73.72","$84.50 (02/16/2026)","$70.74","$54.50","$110.50","208.33","37","$2617.32"
"Michael Jordan 1990 Fleer #26 Base","Raw","14.56","$1.26","$8.68","$9.95 (02/16/2026)","$7.90","$0.99","$24.99","-0.65","152","$1200.15"
"Roki Sasaki 2025 Topps Chrome Update #USC73 Rookie Debut","Raw","14.50","$0.19","$1.31","$1.50 (02/16/2026)","$2.19","$0.99","$12.50","39.13","32","$70.14"
"Anthony Edwards 2020 Optic #151 Base","Raw","14.50","$0.72","$5.00","$5.72 (02/16/2026)","$5.76","$0.99","$21.50","84.21","35","$201.70"
"Jayden Daniels 2024 Donruss #389 Base","Raw","14.45","$0.25","$1.75","$2.00 (02/16/2026)","$2.69","$0.99","$24.83","104.00","51","$137.00"
"Mega Kangaskhan ex 2025 Mega Evolution #164/132 Ultra Rare (Full Art)","Raw TCG (Near Mint)","14.42","$0.83","$5.74","$6.57 (02/16/2026)","$5.80","$3.00","$10.88","43.48","33","$191.47"
"Charmeleon 2023 Scarlet & Violet: 151 #169/165 Illustration Rare","PSA 9","14.41","$8.13","$56.41","$64.54 (02/15/2026)","$58.27","$45.00","$82.48","66.67","30","$1748.18"
"Kevin McGonigle 2025 Bowman #BCP-79 Chrome Prospects (1st)","Raw","14.37","$0.68","$4.76","$5.45 (02/16/2026)","$5.84","$1.75","$10.31","32.43","98","$572.50"
"Jac Caglianone 2026 Topps #138 Rainbow Foil","Raw","14.37","$2.01","$13.99","$16.00 (02/16/2026)","$15.68","$10.00","$46.00","0.00","35","$548.75"
"Shohei Ohtani 2018 Topps Chrome Update #HMT32 Rookie Debut","PSA 10","14.29","$78.76","$551.24","$630.00 (02/16/2026)","$589.39","$350.00","$750.00","118.75","35","$20628.64"
"Victor Wembanyama 2023 Donruss #220 Base","Raw","14.21","$1.04","$7.32","$8.36 (02/16/2026)","$6.68","$0.99","$23.00","10.71","62","$414.00"
"Cooper Flagg 2025 Topps Holiday #H161 Base","Raw","13.36","$0.60","$4.53","$5.13 (02/16/2026)","$5.13","$1.24","$18.50","-41.50","148","$759.94"
"Ashton Jeanty 2025 Prizm #421 Rookie Variation - Silver","Raw","13.29","$1.99","$15.00","$16.99 (02/16/2026)","$15.42","$4.25","$27.00","66.67","30","$462.47"
"Magneton 2024 Scarlet & Violet: Black Star Promo #159 Surging Sparks Elite Trainer Box","PSA 10","13.21","$12.88","$97.50","$110.38 (02/16/2026)","$100.16","$84.00","$160.00","33.33","32","$3205.25"
"Mega Venusaur ex 2025 Mega Evolution #003/132 Double Rare","Raw TCG (Near Mint)","12.41","$0.25","$2.06","$2.31 (02/16/2026)","$2.12","$0.99","$5.51","-6.25","30","$63.67"
"Bulbasaur 2025 Mega Evolution #133/132 Illustration Rare","Raw TCG (Near Mint)","12.35","$1.96","$15.88","$17.84 (02/16/2026)","$16.59","$7.50","$26.69","-28.89","32","$530.89"
"Ken Griffey Jr. 1989 Bowman #220 Base","Raw","12.33","$1.04","$8.46","$9.50 (02/16/2026)","$8.05","$3.00","$20.00","32.50","53","$426.58"
"Konnor Griffin 2024 Bowman Draft #BDC-22 Chrome - Refractor (1st)","Raw","12.32","$8.58","$69.66","$78.25 (02/16/2026)","$69.93","$53.02","$97.99","39.53","60","$4196.03"
"Cooper Flagg 2025 Topps Holiday #H161 Glitter","Raw","12.30","$1.72","$14.00","$15.72 (02/16/2026)","$15.46","$9.00","$20.00","-17.07","34","$525.69"
"Tyler Shough 2025 Mosaic #273 Rookie Variation","Raw","12.28","$0.14","$1.11","$1.25 (02/16/2026)","$1.63","$0.99","$16.50","7.14","30","$48.78"
"Drake Maye 2024 Select #218 Club Level","Raw","12.20","$0.35","$2.90","$3.25 (02/16/2026)","$3.47","$0.99","$10.00","-63.64","32","$111.06"
"Victor Wembanyama 2023 Select #87 Concourse Blue Retail","Raw","11.83","$0.99","$8.35","$9.34 (02/16/2026)","$8.57","$2.94","$22.99","-20.63","50","$428.67"
"Cooper Flagg 2025 Topps Chrome #251 Refractor","Raw","11.75","$25.35","$215.71","$241.06 (02/16/2026)","$233.40","$125.00","$320.00","-23.50","153","$35710.66"
"Ace Bailey 2025 Topps Chrome #255 Base","Raw","11.61","$0.13","$1.12","$1.25 (02/16/2026)","$2.25","$0.62","$14.95","-35.38","42","$94.68"
"Cooper Flagg 2025 Topps Chrome #VS-6 Voices","Raw","11.56","$0.99","$8.58","$9.58 (02/16/2026)","$9.38","$5.00","$17.50","-9.89","82","$769.38"
"Liam Doyle 2025 Bowman Draft #BDC-12 Chrome - Refractor (1st)","Raw","11.50","$0.78","$6.82","$7.60 (02/16/2026)","$6.78","$1.25","$21.77","2.78","37","$251.03"
"Brian Thomas Jr. 2025 Donruss #2 Downtown","Raw","11.27","$30.24","$268.41","$298.65 (02/15/2026)","$289.65","$45.00","$393.00","91.30","44","$12744.68"
"Snorlax 2023 Scarlet & Violet: Black Star Promo #SVP051 151 Elite Trainer Box","PSA 9","11.25","$3.00","$26.67","$29.67 (02/16/2026)","$29.90","$18.50","$52.73","54.29","54","$1614.50"
"Josh Hammond 2025 Bowman Draft #CPA-JH Chrome Prospect Auto (1st)","Raw","11.01","$3.27","$29.73","$33.00 (02/15/2026)","$28.96","$20.00","$39.00","18.52","32","$926.87"
"Caden Bodine 2025 Bowman Draft #CPA-CB Chrome Prospect Auto (1st)","Raw","10.81","$1.71","$15.78","$17.49 (02/16/2026)","$13.55","$4.99","$21.38","24.14","36","$487.83"
"Shaquille O'Neal 1992 Fleer Ultra #328 Base","Raw","10.81","$0.46","$4.29","$4.75 (02/16/2026)","$3.49","$0.99","$19.99","51.35","56","$195.44"
"Victor Wembanyama 2023 Hoops #277 Base","Raw","10.72","$0.37","$3.45","$3.82 (02/16/2026)","$4.98","$0.99","$20.00","23.33","37","$184.32"
"Darkrai VSTAR 2023 Sword & Shield: Crown Zenith #GG50/GG70 Galarian Gallery","PSA 10","10.66","$13.75","$129.00","$142.75 (02/16/2026)","$139.65","$120.00","$250.00","106.67","31","$4329.03"
"Will Howard 2025 Prizm #367 White Disco","Raw","10.55","$1.00","$9.50","$10.50 (02/16/2026)","$9.68","$6.50","$14.50","0.00","31","$299.98"
"Shohei Ohtani 2018 Topps Update #US285 Rookie Debut","Raw","10.53","$10.50","$99.75","$110.25 (02/16/2026)","$103.26","$69.00","$142.50","26.83","52","$5369.50"
"Jaxson Dart 2025 Optic #273 Holo","Raw","10.26","$4.00","$39.00","$43.00 (02/16/2026)","$44.60","$24.50","$65.00","68.00","42","$1873.31"
"Justin Verlander 2006 Topps #641 Base","Raw","10.15","$0.76","$7.49","$8.25 (02/16/2026)","$8.42","$5.00","$17.00","206.67","46","$387.32"
"Cam Ward 2025 Donruss #12 Downtown","Raw","9.90","$53.01","$535.22","$588.23 (02/16/2026)","$557.25","$450.00","$650.00","85.00","37","$20618.36"
"Cooper Flagg 2025 Topps #201 Season Tip-Off","Raw","9.84","$3.00","$30.50","$33.50 (02/16/2026)","$28.01","$12.99","$38.00","50.00","30","$840.35"
"Charizard ex 2023 Scarlet & Violet: 151 #199/165 Special Illustration Rare","PSA 9","9.82","$26.00","$264.83","$290.82 (02/16/2026)","$280.51","$80.00","$327.91","47.92","71","$19916.51"
"Paul Skenes 2024 Topps Chrome Update #USC27 Rookie Debut","Raw","9.74","$0.46","$4.75","$5.21 (02/15/2026)","$4.92","$2.25","$7.99","106.25","33","$162.49"
"Kon Knueppel 2025 Topps Chrome #254 Red White & Blue Refractor","Raw","9.73","$3.01","$30.98","$34.00 (02/16/2026)","$33.48","$22.00","$58.00","10.20","54","$1807.80"
"Ashton Jeanty 2025 Donruss #11 Downtown","Raw","9.71","$38.67","$398.33","$437.00 (02/15/2026)","$410.48","$300.00","$480.00","82.35","31","$12724.88"
"Shohei Ohtani 2018 Bowman #49 Base","Raw","9.53","$6.10","$64.02","$70.12 (02/16/2026)","$71.71","$45.00","$110.06","-4.84","59","$4230.84"
"Cooper Flagg 2025 Topps Chrome #SY-11 Serenity","Raw","9.51","$1.04","$10.99","$12.03 (02/16/2026)","$11.65","$4.00","$23.50","-7.65","169","$1968.41"
"Greninja ex 2024 Scarlet & Violet: Black Star Promo #132 Surging Sparks Elite Trainer Box","PSA 10","9.09","$32.76","$360.24","$393.00 (02/16/2026)","$355.18","$321.76","$418.59","89.47","36","$12786.50"
"Frank Thomas 1990 Leaf #300 Base","Raw","8.91","$0.98","$11.05","$12.03 (02/16/2026)","$13.02","$4.80","$19.99","50.00","33","$429.82"
"Darryl Strawberry 1984 Topps #182 Base","Raw","8.87","$0.66","$7.46","$8.12 (02/16/2026)","$5.16","$1.99","$16.50","41.18","48","$247.69"
"Drake Maye 2024 Phoenix #CON-DME Contours","Raw","8.77","$0.58","$6.67","$7.25 (02/16/2026)","$8.07","$0.99","$18.00","-54.92","55","$443.72"
"VJ Edgecombe 2025 Topps Chrome #SY-13 Serenity","Raw","8.73","$0.23","$2.61","$2.84 (02/16/2026)","$2.63","$0.99","$7.50","-5.88","48","$126.22"
"Caleb Williams 2024 Prizm #301 Silver","Raw","8.59","$9.26","$107.75","$117.01 (02/16/2026)","$111.16","$82.50","$144.49","50.00","39","$4335.26"
"Yoshinobu Yamamoto 2024 Topps Chrome #18 Base","Raw","8.44","$0.29","$3.46","$3.75 (02/16/2026)","$3.27","$0.99","$21.50","96.30","53","$173.30"
"Clamperl 2025 Scarlet & Violet: Destined Rivals #195/182 Illustration Rare","Raw TCG (Near Mint)","8.41","$0.29","$3.50","$3.79 (02/16/2026)","$3.95","$1.00","$7.99","40.00","35","$138.24"
"Shohei Ohtani 2018 Topps Update #US189 Base (3-Game HR Streak)","Raw","8.16","$2.15","$26.36","$28.51 (02/16/2026)","$28.67","$9.55","$43.00","-24.68","58","$1662.68"
"Psyduck 2025 Japanese Mega: Mega Dream ex #199/193 Art Rare","Raw TCG (Near Mint)","8.09","$0.93","$11.50","$12.43 (02/16/2026)","$13.91","$3.25","$52.00","16.67","56","$779.15"
"Squirtle 2023 Scarlet & Violet: 151 #170/165 Illustration Rare","PSA 9","8.08","$4.78","$59.22","$64.00 (02/15/2026)","$65.41","$47.00","$102.10","157.14","36","$2354.84"
"Drake Maye 2024 Select #27 Concourse","Raw","7.91","$0.19","$2.41","$2.61 (02/16/2026)","$2.65","$0.99","$16.50","-60.85","139","$368.78"
"Mew ex 2023 Scarlet & Violet: 151 #205/165 Hyper Rare (Secret)","PSA 10","7.65","$9.85","$128.87","$138.72 (02/16/2026)","$139.47","$99.21","$174.95","50.00","39","$5439.36"
"Dax Kilby 2025 Bowman Draft #CPA-DK Chrome Prospect Auto (1st)","Raw","7.61","$7.36","$96.63","$103.98 (02/16/2026)","$105.69","$50.00","$134.99","10.53","42","$4438.90"
"Josiah Hartshorn 2025 Bowman Draft #CPA-JHA Chrome Prospect Auto (1st)","Raw","7.56","$0.93","$12.25","$13.18 (02/16/2026)","$14.42","$7.50","$19.00","138.46","31","$447.13"
"Ryan Mitchell 2025 Bowman Draft #CPA-RM Chrome Prospect Auto (1st)","Raw","7.50","$1.50","$20.00","$21.50 (02/16/2026)","$23.46","$14.19","$34.00","24.00","31","$727.40"
"Caleb Williams 2024 Prizm #301 Base","Raw","7.32","$0.32","$4.35","$4.66 (02/16/2026)","$4.80","$1.25","$15.50","24.00","93","$446.32"
"Ambipom 2025 Mega Evolution: Phantasmal Flames #107/94 Illustration Rare","Raw TCG (Near Mint)","7.10","$0.26","$3.74","$4.00 (02/16/2026)","$3.45","$1.20","$8.51","15.38","60","$207.18"
"JJ Wetherholt 2025 Bowman Mega Box #BCP-22 Chrome Prospects (1st)","Raw","7.05","$0.64","$9.09","$9.73 (02/16/2026)","$10.05","$6.00","$17.95","17.86","66","$663.13"
"Kobe Bryant 1996 Fleer Ultra #52 Base","Raw","6.99","$2.29","$32.71","$35.00 (02/16/2026)","$35.30","$10.00","$56.00","15.38","30","$1059.11"
"Rayquaza VMAX 2022 Sword & Shield: Silver Tempest #TG20/TG30 Trainer Gallery (Full Art)","PSA 10","6.91","$14.84","$214.69","$229.53 (02/16/2026)","$214.88","$190.00","$258.58","36.36","30","$6446.26"
"Kon Knueppel 2025 Topps #8B-34 8-Bit Ballers","Raw","6.80","$0.09","$1.35","$1.44 (02/16/2026)","$1.82","$0.85","$7.50","11.76","57","$103.99"
"Jaxson Dart 2025 Donruss #400 Base","Raw","6.79","$0.15","$2.17","$2.32 (02/16/2026)","$2.53","$0.99","$24.99","-23.12","143","$362.49"
"Shohei Ohtani 2018 Topps Update #US285 Rookie Debut","PSA 10","6.74","$23.35","$346.65","$370.00 (02/16/2026)","$366.62","$230.24","$500.00","23.53","42","$15397.83"
"Cooper Flagg 2025 Topps Chrome #D-1 Destiny","Raw","6.73","$0.92","$13.64","$14.56 (02/16/2026)","$14.12","$5.50","$20.50","-32.69","70","$988.24"
"Pidgey 2023 Scarlet & Violet: Obsidian Flames #207/197 Illustration Rare","Raw TCG (Near Mint)","6.62","$0.70","$10.54","$11.23 (02/15/2026)","$10.84","$7.00","$17.74","126.67","34","$368.70"
"Mega Charizard X ex 2025 Japanese Mega: Inferno X #13/80 Double Rare","CGC 10","6.50","$1.49","$23.01","$24.50 (02/16/2026)","$23.24","$17.50","$39.31","41.03","55","$1278.30"
"Jaxson Dart 2025 Prizm #332 White Disco","Raw","6.38","$4.56","$71.44","$76.00 (02/16/2026)","$73.49","$55.00","$91.00","51.35","56","$4115.25"
"Nique Clifford 2025 Topps Chrome #274 X-Fractor","Raw","6.21","$0.08","$1.32","$1.40 (02/15/2026)","$1.63","$0.99","$3.00","14.29","40","$65.25"
"Pikachu with Grey Felt Hat 2023 Scarlet & Violet: Black Star Promo #SVP085 Van Gogh Collaboration","PSA 9","6.12","$37.02","$604.71","$641.73 (02/16/2026)","$604.97","$525.00","$750.00","3.77","55","$33273.42"
"Venusaur ex 2023 Scarlet & Violet: 151 #198/165 Special Illustration Rare","PSA 9","5.93","$5.34","$90.13","$95.48 (02/16/2026)","$85.05","$65.00","$125.92","69.23","44","$3742.34"
"Blaziken 2025 Scarlet & Violet: Destined Rivals #192/182 Illustration Rare","Raw TCG (Near Mint)","5.88","$0.50","$8.50","$9.00 (02/16/2026)","$9.70","$5.00","$15.98","40.00","35","$339.55"
"LeBron James 2025 Topps Chrome #127 Refractor","Raw","5.74","$0.41","$7.09","$7.50 (02/16/2026)","$7.89","$1.25","$18.50","-6.38","88","$694.36"
"Cooper Flagg 2025 Topps Chrome #251 X-Fractor","Raw","5.51","$15.59","$282.75","$298.33 (02/16/2026)","$291.24","$110.00","$385.00","-53.10","159","$46307.85"
"Shohei Ohtani 2018 Topps #700 Base (Pitching)","Raw","5.29","$5.07","$95.77","$100.84 (02/16/2026)","$95.30","$50.00","$155.00","23.21","69","$6575.88"
"Jaxson Dart 2025 Mosaic #288 Rookie Variation","Raw","5.26","$0.08","$1.52","$1.60 (02/16/2026)","$1.91","$0.99","$5.49","-42.31","60","$114.71"
"Victor Wembanyama 2023 Prizm #136 Base","PSA 10","5.17","$7.08","$136.92","$144.00 (02/16/2026)","$148.24","$121.50","$175.00","19.15","56","$8301.71"
"Ivan Demidov 2025 Upper Deck #205 Young Guns Base","Raw","5.10","$6.00","$117.73","$123.73 (02/16/2026)","$120.13","$45.00","$172.37","40.58","97","$11652.45"
"Cooper Flagg 2025 Topps Chrome #TT-16 Tall Tales","Raw","4.93","$0.91","$18.36","$19.27 (02/16/2026)","$18.89","$9.75","$33.99","-7.59","73","$1378.61"
"Mew ex 2023 Scarlet & Violet: 151 #205/165 Hyper Rare (Secret)","PSA 9","4.91","$1.50","$30.50","$32.00 (02/16/2026)","$32.70","$23.50","$43.99","6.67","32","$1046.29"
"Derrick Henry 2025 Donruss #3 Downtown","Raw","4.90","$17.38","$354.62","$372.00 (02/15/2026)","$357.08","$305.00","$405.01","18.52","32","$11426.41"
"Joe Montana 1982 Topps #488 Base","Raw","4.61","$0.41","$9.00","$9.41 (02/16/2026)","$8.90","$3.00","$16.75","100.00","30","$266.94"
"Michael Jordan 1993 Upper Deck #466 Skylights","Raw","4.56","$0.25","$5.57","$5.82 (02/16/2026)","$5.52","$1.00","$18.50","36.11","49","$270.59"
"Stephen Curry 2025 Topps Chrome #201 X-Fractor","Raw","4.50","$0.56","$12.49","$13.05 (02/16/2026)","$11.30","$5.00","$20.50","-56.21","67","$757.37"
"Dawn 2025 Mega Evolution: Phantasmal Flames #118/94 Ultra Rare (Full Art)","Raw TCG (Near Mint)","4.49","$0.34","$7.58","$7.92 (02/16/2026)","$9.06","$3.00","$15.48","13.79","66","$597.72"
"Caleb Williams 2024 Select #114 Premier Level","Raw","4.36","$0.06","$1.43","$1.50 (02/16/2026)","$2.10","$0.99","$6.50","-15.79","32","$67.33"
"Tiger Woods 2001 Upper Deck #1 Base","Raw","4.11","$0.99","$24.01","$25.00 (02/16/2026)","$27.70","$15.00","$40.00","38.24","47","$1302.06"
"Caleb Williams 2024 Optic #201 Holo","Raw","3.88","$1.18","$30.32","$31.50 (02/16/2026)","$35.01","$21.39","$60.00","96.00","49","$1715.55"
"JJ Wetherholt 2025 Bowman #BCP-22 Chrome Prospects (1st)","Raw","3.84","$0.16","$4.25","$4.42 (02/16/2026)","$4.44","$0.99","$10.00","-29.03","66","$293.32"
"Blastoise ex 2023 Scarlet & Violet: 151 #200/165 Special Illustration Rare","PSA 10","3.75","$14.17","$378.33","$392.50 (02/16/2026)","$390.30","$340.00","$500.00","47.83","34","$13270.11"
"Cooper Flagg 2025 Topps Now Draft #D1 Base (Print Run: 123,650)","PSA 10","3.61","$1.76","$48.74","$50.50 (02/16/2026)","$51.77","$34.49","$84.77","-27.40","53","$2743.82"
"Cooper Flagg 2025 Topps Chrome #251 Red White & Blue Refractor","Raw","3.56","$5.74","$161.01","$166.75 (02/16/2026)","$170.16","$125.00","$245.00","-12.99","67","$11400.82"
"Cam Skattebo 2025 Prizm #363 White Disco","Raw","3.35","$0.59","$17.51","$18.10 (02/16/2026)","$18.71","$5.13","$30.00","-9.62","47","$879.14"
"Pikachu 2023 Sword & Shield: Crown Zenith #160/159 Holo (Secret)","PSA 9","3.35","$1.32","$39.30","$40.62 (02/16/2026)","$41.97","$30.00","$66.00","52.00","38","$1595.01"
"Pikachu with Grey Felt Hat 2023 Scarlet & Violet: Black Star Promo #SVP085 Van Gogh Collaboration","PSA 10","3.30","$61.44","$1859.33","$1920.78 (02/16/2026)","$1891.41","$1361.30","$3720.00","23.21","69","$130507.53"
"Mark McGwire 1987 Donruss #46 Base","Raw","3.14","$0.09","$2.95","$3.04 (02/16/2026)","$3.80","$1.00","$18.04","-5.41","35","$132.89"
"Kon Knueppel 2025 Topps Chrome #254 Base","Raw","2.99","$0.14","$4.59","$4.72 (02/16/2026)","$4.69","$0.99","$20.00","8.62","378","$1772.65"
"Charizard ex 2023 Scarlet & Violet: Obsidian Flames #223/197 Special Illustration Rare","PSA 9","2.94","$2.77","$93.90","$96.67 (02/16/2026)","$94.77","$73.00","$120.00","117.65","37","$3506.52"
"Jaxson Dart 2025 Prizm #332 Silver","Raw","2.91","$6.78","$233.22","$240.00 (02/16/2026)","$227.43","$84.00","$299.99","42.42","47","$10689.13"
"Victor Wembanyama 2023 Revolution #104 Base","Raw","2.82","$0.25","$8.88","$9.13 (02/16/2026)","$10.65","$3.25","$22.50","-45.59","37","$393.90"
"Ken Griffey Jr. 1995 Pinnacle #128 Base","Raw","2.76","$1.27","$45.90","$47.16 (02/16/2026)","$44.74","$17.50","$78.00","-18.75","39","$1744.97"
