Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Jaxson Dart 2025 Prizm #6 Fireworks","Raw","-5.79","-$0.22","$3.80","$3.58 (02/07/2026)","$3.44","$1.25","$8.75","100.00","28","$96.33"
"Victor Wembanyama 2024 Mosaic #288 City Edition - Silver","Raw","-5.80","-$0.20","$3.45","$3.25 (02/07/2026)","$2.85","$2.00","$3.99","28.57","9","$25.68"
"Shai Gilgeous-Alexander 2024 Select #24 Visionary","Raw","-5.80","-$2.61","$45.00","$42.39 (02/06/2026)","$44.32","$42.00","$46.80","400.00","5","$221.58"
"Nico Collins 2025 Absolute #28 Kaboom! Horizontal","Raw","-5.86","-$26.00","$444.00","$418.00 (02/06/2026)","$410.00","$375.00","$444.00","0.00","7","$2870.00"
"Magic Johnson 2025 Topps Chrome #GC-14 Glass Canvas","Raw","-5.87","-$7.32","$124.83","$117.51 (02/07/2026)","$112.09","$60.00","$172.00","-42.86","8","$896.72"
"Jayden Daniels 2024 Phoenix #CON-JDS Contours","Raw","-5.87","-$0.29","$4.91","$4.63 (02/07/2026)","$4.72","$1.25","$8.50","-18.75","13","$61.30"
"Tyrese Haliburton 2025 Topps Chrome #3 Image Variation","Raw","-5.88","-$0.25","$4.25","$4.00 (02/07/2026)","$6.11","$3.25","$10.00","0.00","7","$42.74"
"Terry Bradshaw / Will Howard 2025 Optic #11 Downtown Duos","Raw","-5.89","-$51.50","$875.00","$823.50 (02/07/2026)","$763.50","$565.00","$909.00","500.00","6","$4581.00"
"Sam Darnold 2018 Donruss #301 Base","PSA 9","-5.89","-$2.12","$36.00","$33.88 (02/07/2026)","$36.86","$29.00","$49.95","-7.69","12","$442.32"
"Cooper Flagg 2025 Topps Holiday #H161 Blue Metallic Glitter","Raw","-5.92","-$3.67","$62.00","$58.33 (02/07/2026)","$60.28","$50.00","$70.00","-36.36","7","$421.99"
"Drake Maye 2024 Donruss #13 Oversized Downtown","Raw","-5.94","-$6.79","$114.44","$107.65 (02/07/2026)","$100.09","$35.00","$150.00","34.38","43","$4303.83"
"Shai Gilgeous-Alexander 2018 Hoops #262 Base","Raw","-5.95","-$0.68","$11.49","$10.81 (02/07/2026)","$12.13","$6.16","$19.00","83.33","22","$266.78"
"Michael Jordan 1995 Upper Deck #339 Major Attractions (w/C. Sheen)","Raw","-6.02","-$0.08","$1.33","$1.25 (02/07/2026)","$1.87","$0.99","$4.99","-57.89","8","$14.97"
"Egor Demin 2025 Topps #DD-38 The Daily Dribble","Raw","-6.04","-$0.09","$1.49","$1.40 (02/05/2026)","$1.79","$0.99","$2.78","66.67","5","$8.95"
"Justin Jefferson 2025 Mosaic #16 Stained Glass","Raw","-6.06","-$6.67","$110.00","$103.33 (02/07/2026)","$98.14","$80.00","$130.00","133.33","7","$686.99"
"Saquon Barkley 2025 Donruss #7 Downtown","Raw","-6.08","-$38.39","$630.89","$592.50 (02/07/2026)","$631.37","$550.00","$790.00","30.00","26","$16415.67"
"Reggie Miller 1988 Fleer #57 Base","PSA 9","-6.10","-$7.72","$126.65","$118.92 (02/07/2026)","$130.02","$115.05","$149.00","300.00","8","$1040.14"
"Ja'Marr Chase 2021 Optic #207 Blue Scope","Raw","-6.10","-$0.61","$10.00","$9.39 (02/07/2026)","$13.28","$9.39","$20.00","25.00","5","$66.39"
"Gary Payton 2021 Hoops #67 SLAM","Raw","-6.13","-$0.13","$2.12","$1.99 (02/07/2026)","$3.51","$0.99","$8.00","300.00","8","$28.08"
"Drake Maye 2024 Mosaic #303 Silver","Raw","-6.15","-$1.38","$22.51","$21.13 (02/07/2026)","$27.23","$6.50","$55.00","-12.50","28","$762.33"
"Giannis Antetokounmpo 2013 Prizm #290 Base","PSA 9","-6.15","-$15.00","$244.00","$229.00 (02/07/2026)","$235.67","$224.00","$252.00","50.00","6","$1414.00"
"Cooper Flagg 2025 Topps Chrome #251 X-Fractor","PSA 10","-6.21","-$90.00","$1450.00","$1360.00 (02/07/2026)","$1493.00","$1300.00","$1700.00","133.33","7","$10451.00"
"Cooper Flagg 2025 Topps #SB-18 Sonic Boom","Raw","-6.25","-$12.50","$200.00","$187.50 (02/07/2026)","$188.50","$170.00","$210.00","0.00","5","$942.49"
"Drake Maye 2024 Origins #145 Base","Raw","-6.25","-$1.50","$24.01","$22.51 (02/07/2026)","$24.56","$15.00","$40.00","50.00","18","$442.01"
"Patrick Mahomes II 2017 Prestige #5 NFL Passport","Raw","-6.25","-$3.00","$48.00","$45.00 (02/06/2026)","$44.59","$39.95","$50.00","400.00","5","$222.94"
"Jayden Daniels 2024 Optic #248 Blue Hyper","Raw","-6.25","-$1.00","$16.00","$15.00 (02/07/2026)","$16.26","$15.00","$18.95","16.67","7","$113.79"
"VJ Edgecombe 2025 Topps Chrome #D-3 Destiny - Refractor","Raw","-6.25","-$0.65","$10.40","$9.75 (02/07/2026)","$9.99","$3.25","$15.50","37.50","11","$109.89"
"VJ Edgecombe 2025 Topps Chrome #AD-3 Advisory","Raw","-6.25","-$7.50","$120.00","$112.50 (02/07/2026)","$130.20","$112.50","$158.00","-54.55","5","$651.00"
"Drake Maye 2024 Optic #229 Blue Hyper","Raw","-6.25","-$3.73","$59.72","$55.99 (02/07/2026)","$57.73","$31.00","$97.64","-22.03","46","$2655.69"
"Bijan Robinson 2023 Prizm #PJ-BR Premier Jerseys","Raw","-6.26","-$0.50","$7.99","$7.49 (02/05/2026)","$6.53","$3.49","$8.99","50.00","6","$39.20"
"Drake Maye 2024 Donruss #379 Optic Preview - Red Pandora","Raw","-6.28","-$7.07","$112.50","$105.43 (02/07/2026)","$116.39","$103.36","$135.00","-45.45","6","$698.36"
"Jaxson Dart 2025 Rookies & Stars #137 Rookies - Red","Raw","-6.28","-$0.29","$4.54","$4.25 (02/06/2026)","$4.14","$2.00","$7.50","66.67","10","$41.44"
"Shaquille O'Neal 1992 Upper Deck #1 Base","PSA 7","-6.29","-$0.55","$8.75","$8.20 (02/06/2026)","$8.40","$6.40","$10.50","0.00","6","$50.40"
"Peyton Manning 1998 Topps Stadium Club #PR10 Prime Rookies","Raw","-6.29","-$0.50","$8.00","$7.50 (02/03/2026)","$7.90","$4.50","$10.00","-16.67","5","$39.48"
"Jalen Milroe 2025 Phoenix #9 Color Blast","Raw","-6.31","-$9.47","$150.13","$140.67 (02/07/2026)","$137.08","$85.00","$172.00","50.00","12","$1644.90"
"Michael Jordan 1992 Topps #115 All-Star","Raw","-6.33","-$0.21","$3.26","$3.06 (02/07/2026)","$2.97","$1.77","$8.04","41.67","17","$50.54"
"Sam Darnold 2018 Donruss #301 Base","PSA 10","-6.34","-$7.89","$124.56","$116.66 (02/07/2026)","$106.33","$75.00","$144.00","-26.67","22","$2339.26"
"Jayden Daniels 2024 Prestige #302 Base","Raw","-6.37","-$0.08","$1.33","$1.25 (02/07/2026)","$1.25","$0.99","$1.89","-38.46","8","$10.03"
"Drake Maye 2024 Topps Signature Class #AI-8 After Image","Raw","-6.39","-$0.33","$5.17","$4.84 (02/07/2026)","$4.73","$0.99","$8.88","-21.74","18","$85.22"
"Luka Doncic 2018 Donruss #177 Base","Raw","-6.41","-$2.60","$40.60","$38.00 (02/07/2026)","$41.39","$35.99","$55.00","50.00","9","$372.48"
"Michael Jordan 1992 Upper Deck #510 Fanimation (w/L. Bird)","PSA 8","-6.42","-$1.06","$16.56","$15.50 (02/07/2026)","$16.46","$11.19","$20.00","700.00","8","$131.69"
"Michael Jordan 1991 Fleer #211 All-Star","Raw","-6.44","-$0.10","$1.49","$1.39 (02/07/2026)","$1.82","$0.99","$3.00","0.00","20","$36.47"
"Caitlin Clark 2024 Prizm WNBA #22 Ice","PSA 8","-6.45","-$4.14","$64.14","$60.00 (02/05/2026)","$61.93","$54.00","$75.00","140.00","12","$743.15"
"Jayden Higgins 2025 Absolute #36 Kaboom! Horizontal","Raw","-6.49","-$22.91","$352.91","$330.00 (02/06/2026)","$340.96","$285.00","$393.00","-9.09","10","$3409.55"
"Michael Jordan 1993 Topps #64 50 Point Club","Raw","-6.53","-$0.14","$2.09","$1.96 (02/06/2026)","$2.78","$0.99","$10.00","-50.00","10","$27.84"
"Emmitt Smith 1990 Topps Traded #27T Base","Raw","-6.53","-$0.84","$12.83","$11.99 (02/07/2026)","$13.34","$7.00","$20.00","-23.53","13","$173.46"
"Michael Jordan 1997 Skybox Premium #29 Base","Raw","-6.54","-$0.75","$11.50","$10.75 (02/07/2026)","$8.73","$3.00","$20.50","0.00","14","$122.23"
"Kyle Monangai 2025 Phoenix #249 Base","Raw","-6.56","-$0.08","$1.25","$1.16 (02/06/2026)","$2.07","$0.99","$7.00","-53.33","7","$14.47"
"Michael Jordan 1998 Upper Deck Black Diamond #1 Base","Raw","-6.58","-$0.25","$3.75","$3.50 (02/05/2026)","$3.86","$0.99","$6.00","14.29","8","$30.92"
"Colston Loveland 2025 Phoenix #12 Color Blast","Raw","-6.62","-$19.50","$294.49","$274.99 (02/07/2026)","$290.79","$274.99","$303.68","60.00","8","$2326.33"
"Marcus Allen 1983 Topps #294 Base","Raw","-6.63","-$0.67","$10.16","$9.49 (02/07/2026)","$9.64","$5.00","$14.00","-45.83","13","$125.35"
"Brock Purdy 2022 Mosaic #367 Base","Raw","-6.64","-$0.32","$4.82","$4.50 (02/07/2026)","$4.62","$1.50","$9.95","0.00","10","$46.24"
"Luka Doncic 2018 Prizm #280 Base","Raw","-6.66","-$5.00","$75.00","$70.00 (02/07/2026)","$70.66","$61.00","$85.00","-30.77","9","$635.96"
"Colston Loveland 2025 Mosaic #24 Notoriety - Green","Raw","-6.67","-$0.15","$2.25","$2.10 (02/07/2026)","$2.26","$0.99","$4.01","-35.29","11","$24.90"
"Caitlin Clark 2024 Panini Instant WNBA Draft Night #DN-1 Base (Print Run: 45,316)","PSA 10","-6.67","-$15.00","$225.00","$210.00 (02/07/2026)","$198.55","$170.00","$249.99","16.67","14","$2779.70"
"John Elway 2025 Phoenix #25 Color Blast","Raw","-6.67","-$12.41","$186.16","$173.75 (02/07/2026)","$184.44","$165.00","$219.00","28.57","9","$1659.98"
"Clyde Drexler 1986 Fleer #26 Base","PSA 9","-6.69","-$13.17","$196.67","$183.50 (02/05/2026)","$193.40","$183.50","$202.50","400.00","5","$967.02"
"Michael Jordan 1990 Fleer #26 Base","PSA 10","-6.73","-$27.75","$412.25","$384.50 (02/07/2026)","$416.86","$344.00","$612.00","-50.00","14","$5836.00"
"Ashton Jeanty 2025 Absolute #33 Kaboom! Horizontal","Raw","-6.78","-$39.99","$589.99","$550.00 (02/06/2026)","$595.29","$545.63","$663.00","0.00","9","$5357.62"
"Xavier Worthy 2024 Optic #7 Uptowns","Raw","-6.78","-$10.40","$153.33","$142.94 (02/07/2026)","$136.12","$107.50","$186.78","-16.67","15","$2041.75"
"Jayson Tatum 2025 Topps Chrome #GC-7 Glass Canvas","Raw","-6.82","-$8.05","$118.05","$110.00 (02/07/2026)","$112.42","$80.00","$136.00","71.43","12","$1349.03"
"Tyler Shough 2025 Prizm #327 Silver","Raw","-6.83","-$3.33","$48.83","$45.50 (02/07/2026)","$51.38","$40.00","$78.00","60.00","16","$822.00"
"Stephen Curry 2009 Topps #321 Base","PSA 8","-6.85","-$125.00","$1825.00","$1700.00 (02/05/2026)","$1715.00","$1575.00","$1825.00","66.67","5","$8575.00"
"Stephon Castle 2024 Optic #254 Base","Raw","-6.87","-$0.09","$1.34","$1.25 (02/07/2026)","$1.82","$0.99","$4.95","-42.11","11","$20.03"
"Reed Sheppard 2024 Donruss #202 Holo Green Laser","Raw","-6.88","-$0.11","$1.60","$1.49 (02/06/2026)","$1.41","$1.00","$1.71","500.00","6","$8.44"
"Khaman Maluach 2025 Topps Chrome #TCAR-KM Chrome Rookie Autographs","Raw","-6.89","-$0.65","$9.40","$8.75 (02/07/2026)","$8.50","$3.04","$14.99","-11.11","16","$135.94"
"Michael Penix Jr. 2024 Prizm #378 Silver","PSA 10","-6.91","-$13.00","$188.00","$175.00 (02/08/2026)","$193.54","$175.00","$220.00","800.00","9","$1741.90"
"Donovan Mitchell 2017 Optic #188 Base","Raw","-6.96","-$0.29","$4.13","$3.84 (02/07/2026)","$5.40","$1.69","$24.00","300.00","12","$64.77"
"Drake Maye 2024 Absolute #8 Kaboom! (Horizontal)","PSA 10","-7.00","-$350.00","$5000.00","$4650.00 (02/07/2026)","$4962.57","$4600.00","$5550.00","-46.15","7","$34738.00"
"Jalen Duren 2022 Prizm #239 Silver","Raw","-7.02","-$1.51","$21.50","$19.99 (02/06/2026)","$20.12","$15.00","$28.00","125.00","9","$181.08"
"Marvin Harrison Jr. 2024 Donruss #12 Downtown","Raw","-7.03","-$20.78","$295.77","$274.99 (02/05/2026)","$292.58","$256.00","$320.00","-16.67","10","$2925.77"
"Michael Jordan 1993 Fleer #28 Base","PSA 10","-7.04","-$14.00","$199.00","$185.00 (02/05/2026)","$184.80","$155.50","$211.00","50.00","6","$1108.78"
"Michael Jordan 1986 Fleer #57 Base","PSA 7","-7.04","-$601.12","$8540.00","$7938.88 (02/05/2026)","$8368.78","$7938.88","$9000.00","66.67","5","$41843.88"
"Tyler Shough 2025 Prizm #327 Orange Ice","Raw","-7.04","-$2.50","$35.50","$33.00 (02/06/2026)","$36.36","$31.00","$45.00","-12.50","7","$254.50"
"Jaxson Dart 2025 Mosaic #18 Visionary","Raw","-7.07","-$8.75","$123.75","$115.00 (02/06/2026)","$121.25","$95.00","$149.99","20.00","6","$727.49"
"Abdul Carter 2025 Donruss #315 Optic Preview - Pink","Raw","-7.08","-$0.13","$1.87","$1.74 (02/05/2026)","$1.75","$0.99","$2.50","33.33","8","$13.96"
"Justin Herbert 2020 Optic #153 Holo","PSA 10","-7.08","-$11.50","$162.50","$151.00 (02/03/2026)","$154.20","$145.00","$170.00","-58.33","5","$771.00"
"Trevor Lawrence 2021 Mosaic #301 Base","Raw","-7.10","-$0.09","$1.25","$1.16 (02/06/2026)","$1.18","$0.99","$1.49","0.00","7","$8.26"
"Drake Maye 2024 Prizm #329 Purple Pulsar","Raw","-7.10","-$10.36","$145.86","$135.50 (02/07/2026)","$154.61","$108.00","$200.00","25.00","5","$773.07"
"Sam Leavitt 2025 Bowman Chrome University #BCA-SL Prospect Auto (1st)","Raw","-7.13","-$2.61","$36.61","$34.00 (02/01/2026)","$36.09","$34.00","$40.00","25.00","5","$180.44"
"Cason Wallace 2023 Prizm #139 Silver","Raw","-7.14","-$0.25","$3.50","$3.25 (02/07/2026)","$3.97","$2.99","$5.50","700.00","8","$31.74"
"Ja'Marr Chase 2021 Illusions #65 Base","Raw","-7.14","-$0.13","$1.75","$1.63 (02/07/2026)","$3.85","$0.99","$16.00","100.00","8","$30.83"
"Myles Garrett 2017 Score #337 Base","Raw","-7.14","-$0.25","$3.50","$3.25 (02/07/2026)","$4.10","$1.99","$9.00","-28.57","5","$20.49"
"David Robinson 1989 Hoops #310 Base","Raw","-7.14","-$0.13","$1.75","$1.63 (02/06/2026)","$3.00","$1.50","$7.66","-58.33","5","$15.01"
"Caleb Williams 2024 Donruss #327 Optic Preview - Red Wave","Raw","-7.14","-$2.59","$36.25","$33.66 (02/05/2026)","$32.98","$27.00","$37.51","16.67","7","$230.84"
"Patrick Ewing 1986 Fleer Sticker Base","Raw","-7.16","-$2.50","$35.00","$32.50 (02/07/2026)","$27.60","$15.50","$39.99","-30.00","7","$193.21"
"VJ Edgecombe 2025 Topps #RTS-3 Rise to Stardom","Raw","-7.16","-$0.13","$1.75","$1.62 (02/04/2026)","$1.56","$0.99","$3.00","71.43","12","$18.68"
"Allen Iverson 1996 Topps #171 Base","PSA 9","-7.18","-$1.67","$23.25","$21.58 (02/07/2026)","$23.75","$20.50","$30.00","50.00","6","$142.51"
"Puka Nacua 2025 Optic #8 Uptowns","Raw","-7.19","-$18.60","$258.60","$240.00 (02/06/2026)","$248.91","$212.50","$275.00","-8.33","11","$2738.00"
"Bo Nix 2024 Topps Signature Class #F-4 Fluidity","Raw","-7.20","-$1.16","$16.16","$15.00 (02/07/2026)","$15.50","$10.00","$22.99","50.00","9","$139.47"
"Terry Bradshaw 2024 Donruss #10 Downtown","Raw","-7.22","-$14.44","$199.94","$185.50 (02/06/2026)","$192.49","$90.00","$265.17","53.33","23","$4427.32"
"Bill Belichick 1991 Pro Set #126 Base","Raw","-7.23","-$0.16","$2.15","$1.99 (02/06/2026)","$1.54","$0.99","$3.04","-61.11","7","$10.76"
"George Pickens 2022 Illusions #66 Base","Raw","-7.23","-$0.12","$1.66","$1.54 (02/05/2026)","$1.36","$0.99","$1.87","100.00","6","$8.14"
"Tyrese Maxey 2020 Optic #171 Fanatics Box Set","Raw","-7.25","-$0.43","$5.93","$5.50 (02/07/2026)","$9.67","$4.86","$19.00","0.00","5","$48.36"
"Giannis Antetokounmpo 2013 Prestige #175 Base","Raw","-7.30","-$1.73","$23.67","$21.94 (02/06/2026)","$24.10","$17.50","$32.00","28.57","9","$216.88"
"Caleb Williams 2024 Optic #201 Base","Raw","-7.36","-$0.27","$3.67","$3.40 (02/07/2026)","$3.73","$0.99","$20.00","-18.56","79","$294.80"
"Luther Burden III 2025 Phoenix #196 Red Winter","Raw","-7.40","-$0.37","$5.00","$4.63 (02/07/2026)","$5.80","$2.26","$10.25","400.00","5","$29.01"
"Drake Maye 2024 Select #27 Concourse Black & Gold Shock","Raw","-7.41","-$2.00","$27.00","$25.00 (02/07/2026)","$26.24","$20.00","$42.51","-7.14","13","$341.11"
"Jalen Duren 2022 Prizm #239 Base","Raw","-7.41","-$0.12","$1.62","$1.50 (02/07/2026)","$1.44","$1.00","$1.99","75.00","7","$10.08"
"Isaac TeSlaa 2025 Donruss #35 The Rookies","Raw","-7.41","-$0.12","$1.62","$1.50 (02/07/2026)","$1.50","$0.99","$2.25","-53.33","7","$10.52"
"Drake Maye 2024 Prizm #329 Silver","Raw","-7.43","-$15.27","$205.54","$190.27 (02/07/2026)","$211.28","$86.00","$325.00","-29.47","67","$14155.77"
"TreVeyon Henderson 2025 Rookies & Stars #14 Artistry in Motion","Raw","-7.43","-$0.13","$1.75","$1.62 (02/07/2026)","$2.58","$1.25","$7.00","0.00","7","$18.03"
"Joe Greene 2025 Absolute #19 Kaboom! Horizontal","Raw","-7.43","-$28.50","$383.50","$355.00 (02/05/2026)","$394.43","$315.00","$464.00","-22.22","7","$2760.99"
"Derrick Thomas 1991 Fleer #9 Pro-Visions","Raw","-7.45","-$0.21","$2.75","$2.54 (02/07/2026)","$2.57","$2.00","$2.99","150.00","5","$12.83"
"Michael Jordan 1992 Topps #141 Gold","Raw","-7.46","-$1.25","$16.75","$15.50 (02/07/2026)","$16.81","$7.61","$23.00","100.00","10","$168.10"
"Tyler Shough 2025 Phoenix #1 Color Blast","Raw","-7.46","-$25.00","$335.00","$310.00 (02/06/2026)","$319.00","$285.00","$355.00","-37.50","5","$1595.00"
"Noa Essengue 2025 Topps Chrome #262 Refractor","Raw","-7.48","-$0.08","$1.07","$0.99 (02/07/2026)","$1.80","$0.99","$10.00","-32.00","17","$30.67"
"Stephon Castle 2024 Select #72 Concourse Blue Cracked Ice","Raw","-7.48","-$0.38","$5.14","$4.76 (02/07/2026)","$4.48","$1.25","$10.00","-22.22","7","$31.35"
"Rome Odunze 2024 Absolute #15 Kaboom! (Horizontal)","Raw","-7.51","-$32.50","$432.50","$400.00 (02/06/2026)","$416.00","$391.00","$465.00","16.67","7","$2912.00"
"Jaxon Smith-Njigba 2023 Prizm #390 Base","Raw","-7.52","-$0.25","$3.28","$3.04 (02/07/2026)","$2.85","$0.99","$12.99","-48.57","72","$205.41"
"Asa Newell 2025 Topps Chrome #TCAR-AN Chrome Rookie Autographs","Raw","-7.53","-$0.57","$7.50","$6.93 (02/07/2026)","$7.06","$2.76","$11.99","41.67","17","$120.09"
"Drake Maye 2024 Prizm #329 Neon Green Pulsar","PSA 9","-7.53","-$6.63","$88.00","$81.37 (02/06/2026)","$85.69","$69.00","$110.00","-25.00","6","$514.16"
"Walter Clayton Jr. 2025 Topps Chrome #RR-9 Radiating Rookies","Raw","-7.57","-$3.11","$41.11","$38.00 (02/07/2026)","$35.50","$20.50","$52.00","0.00","13","$461.48"
"Kel'el Ware 2024 Prizm #248 Silver","Raw","-7.59","-$0.66","$8.66","$8.00 (02/06/2026)","$8.24","$5.50","$9.99","-14.29","6","$49.46"
"Joe Montana 1985 Topps #157 Base","Raw","-7.64","-$0.37","$4.85","$4.47 (02/07/2026)","$4.53","$2.70","$6.99","0.00","9","$40.79"
"Jaxon Smith-Njigba 2023 Donruss #7 The Elite Series Rookies","Raw","-7.67","-$0.46","$5.96","$5.50 (02/06/2026)","$5.71","$4.00","$9.99","-65.63","11","$62.85"
"Caleb Williams 2024 Prizm #301 Disco","Raw","-7.69","-$3.00","$39.00","$36.00 (02/07/2026)","$40.98","$29.99","$60.00","-45.45","12","$491.74"
"Ace Bailey 2025 Topps Chrome #YQ-5 Youthquake - Refractor","Raw","-7.69","-$0.25","$3.25","$3.00 (02/07/2026)","$2.88","$2.00","$4.00","-25.00","6","$17.25"
"Travis Hunter 2025 Mosaic #301 Blue Scope","Raw","-7.69","-$0.25","$3.25","$3.00 (02/06/2026)","$3.46","$1.50","$5.00","500.00","6","$20.74"
"Keon Coleman 2024 Optic #15 Uptowns","PSA 9","-7.69","-$10.00","$130.00","$120.00 (02/07/2026)","$126.00","$100.00","$140.00","400.00","5","$630.00"
"Joe Milton III 2024 Prizm #354 Silver","Raw","-7.69","-$0.50","$6.50","$6.00 (02/07/2026)","$6.67","$5.00","$9.00","-43.75","9","$60.00"
"Arch Manning 2025 Prizm Draft Picks #166 Purple Wave","Raw","-7.69","-$1.00","$13.00","$12.00 (02/04/2026)","$14.08","$8.50","$18.99","-73.91","6","$84.49"
"Michael Penix Jr. 2024 Prizm #378 Base","PSA 10","-7.71","-$2.01","$26.00","$23.99 (02/05/2026)","$23.41","$18.00","$29.99","20.00","6","$140.44"
"Shedeur Sanders 2025 Donruss #17 Downtown","Raw","-7.73","-$41.58","$538.25","$496.67 (02/07/2026)","$526.48","$450.00","$620.00","-26.19","31","$16320.75"
"Kon Knueppel 2025 Topps #NS-4 New School","Raw","-7.73","-$0.28","$3.61","$3.33 (02/07/2026)","$4.33","$1.25","$8.50","45.45","16","$69.34"
"Tim Duncan 1997 Metal Universe #66 Base","Raw","-7.73","-$0.84","$10.83","$9.99 (02/06/2026)","$9.60","$5.00","$15.00","-16.67","10","$95.97"
"Will Howard 2025 Optic #25 Uptowns","Raw","-7.76","-$18.50","$238.50","$220.00 (02/07/2026)","$259.78","$220.00","$325.00","-22.22","7","$1818.49"
"Michael Jordan 1992 Upper Deck #PC4 15,000 Point Club","Raw","-7.77","-$1.01","$13.00","$11.99 (02/07/2026)","$9.47","$5.50","$13.00","25.00","5","$47.37"
"VJ Edgecombe 2025 Topps Chrome #253 Red White & Blue Refractor","Raw","-7.77","-$1.53","$19.70","$18.17 (02/07/2026)","$18.47","$4.25","$29.99","-14.55","47","$868.16"
"Michael Penix Jr. / Michael Vick 2024 Optic #14 Downtown Duos","Raw","-7.78","-$32.46","$417.00","$384.54 (02/06/2026)","$402.22","$328.08","$441.00","-28.57","5","$2011.08"
"Brock Bowers 2024 Optic #215 Base","Raw","-7.79","-$0.13","$1.63","$1.50 (02/07/2026)","$1.28","$0.99","$2.25","0.00","17","$21.80"
"Michael Jordan 1995 Skybox Premium #278 Electrified","Raw","-7.81","-$1.71","$21.88","$20.17 (02/07/2026)","$20.78","$5.50","$37.00","-10.53","34","$706.39"
"Drake Maye 2024 Donruss #379 Optic Preview - Red Wave","Raw","-7.82","-$4.92","$62.94","$58.02 (02/07/2026)","$65.06","$45.00","$111.90","4.17","25","$1626.58"
"Michael Jordan 1993 Skybox Premium #D4 Dynamic Dunks","Raw","-7.85","-$3.14","$40.00","$36.86 (02/07/2026)","$35.15","$20.50","$56.00","40.00","7","$246.07"
"Omarion Hampton 2025 Optic #16 Uptowns","Raw","-7.87","-$15.67","$199.00","$183.33 (02/06/2026)","$191.55","$165.00","$209.00","0.00","10","$1915.50"
"Caleb Williams 2024 Topps Chrome #202 Base","Raw","-7.88","-$0.22","$2.77","$2.55 (02/07/2026)","$3.03","$1.30","$7.00","17.65","40","$121.21"
"Michael Jordan 1993 Topps Stadium Club #181 Frequent Flyers","Raw","-7.89","-$0.15","$1.94","$1.79 (02/07/2026)","$2.07","$0.99","$4.00","-19.35","25","$51.64"
"Trae Young 2018 Prizm #78 Base","PSA 10","-7.89","-$1.50","$19.00","$17.50 (02/07/2026)","$15.59","$11.51","$19.00","16.67","7","$109.14"
"Kobe Bryant 1996 Skybox Z-Force #142 Base","Raw","-7.95","-$2.20","$27.72","$25.52 (02/07/2026)","$27.17","$16.50","$41.00","-12.00","22","$597.65"
"Travis Hunter 2025 Absolute #32 Kaboom! Horizontal","Raw","-7.96","-$49.75","$625.00","$575.25 (02/04/2026)","$585.20","$550.00","$625.00","-64.29","5","$2926.00"
"Shaquille O'Neal 1992 Topps Stadium Club #201 Members Choice","PSA 9","-7.96","-$1.73","$21.73","$20.00 (02/07/2026)","$20.15","$17.00","$21.73","25.00","5","$100.73"
"Kobe Bryant 2001 Topps Chrome #50 Base","Raw","-7.96","-$1.99","$24.99","$23.00 (02/07/2026)","$21.22","$16.55","$24.99","50.00","9","$191.02"
"Puka Nacua 2023 Prizm #357 Neon Green Pulsar","Raw","-7.96","-$1.00","$12.50","$11.50 (02/07/2026)","$13.58","$9.99","$18.00","20.00","6","$81.49"
"Shedeur Sanders 2025 Rookies & Stars #2 Crusade - Red Plaid","Raw","-7.98","-$0.26","$3.26","$3.00 (02/06/2026)","$3.83","$2.00","$5.50","0.00","6","$23.00"
"Joe Montana 2025 Prizm Draft Picks #28 Black Color Blast","Raw","-7.98","-$14.75","$184.75","$170.00 (02/05/2026)","$185.65","$169.50","$199.99","400.00","5","$928.27"
"Cam Skattebo 2025 Rookies & Stars #HOM-CSO High Octane Memorabilia","Raw","-8.00","-$0.56","$7.00","$6.44 (02/07/2026)","$5.73","$2.25","$7.00","100.00","6","$34.41"
"Ja'Marr Chase 2021 Mosaic #307 Green","PSA 10","-8.01","-$5.00","$62.50","$57.50 (02/03/2026)","$58.00","$50.00","$65.00","400.00","5","$289.99"
"Jaxson Dart 2025 Rookies & Stars #30 Airborne - Silver","Raw","-8.02","-$0.74","$9.24","$8.50 (02/07/2026)","$7.20","$0.99","$12.00","41.67","17","$122.44"
"Quinn Ewers 2025 Optic #213 Holo","Raw","-8.04","-$0.40","$5.00","$4.60 (02/06/2026)","$5.05","$2.25","$8.18","160.00","13","$65.67"
"Cooper Flagg 2025 Topps Chrome #AC-11 Activators - Yellow Refractor","Raw","-8.05","-$8.75","$108.75","$100.00 (02/05/2026)","$103.50","$90.00","$127.50","66.67","5","$517.50"
"RJ Harvey 2025 Mosaic #284 Rookie Variation","Raw","-8.05","-$0.09","$1.08","$0.99 (02/05/2026)","$1.10","$0.99","$1.39","20.00","6","$6.60"
"Shedeur Sanders 2025 Optic #203 Purple Shock","Raw","-8.09","-$0.67","$8.23","$7.57 (02/07/2026)","$7.95","$3.54","$14.00","-12.00","22","$174.98"
"Shedeur Sanders 2025 Prizm Draft Picks #19 Gold Ice","Raw","-8.10","-$0.32","$4.00","$3.68 (02/07/2026)","$4.27","$2.50","$6.64","-30.43","16","$68.26"
"Michael Jordan 1988 Fleer #120 All-Star","PSA 7","-8.11","-$10.50","$129.50","$119.00 (02/05/2026)","$127.52","$112.00","$168.30","200.00","12","$1530.30"
